	gene_symbol
SEPT4	SEPT4
SHISA4	SHISA4
SLAMF8	SLAMF8
SLC38A4	SLC38A4
SPDYE21P	SPDYE21P
SYNPO2	SYNPO2
TACC2	TACC2
TCAP	TCAP
TDRP	TDRP
TEX35	TEX35
TLDC2	TLDC2
TMEM119	TMEM119
TMEM132A	TMEM132A
TMEM163	TMEM163
TMEM255A	TMEM255A
TMEM269	TMEM269
TMEM44	TMEM44
TMEM63C	TMEM63C
TTC25	TTC25
TTLL9	TTLL9
WNK3	WNK3
ZMYND15	ZMYND15
ZNF728	ZNF728
ZNF860	ZNF860
ABHD17C	ABHD17C
ACKR4	ACKR4
ADPRHL1	ADPRHL1
AHRR	AHRR
AIPL1	AIPL1
ASMT	ASMT
ATP6V1FNB	ATP6V1FNB
BCL2L15	BCL2L15
C8G	C8G
CBLN3	CBLN3
CCDC17	CCDC17
CFAP53	CFAP53
CH25H	CH25H
CLEC4F	CLEC4F
COLEC12	COLEC12
DCLK2	DCLK2
DEPDC1B	DEPDC1B
DISP1	DISP1
DISP2	DISP2
DSCC1	DSCC1
EFEMP2	EFEMP2
EVC2	EVC2
FRMPD3	FRMPD3
GFPT2	GFPT2
GOLGA8K	GOLGA8K
GPNMB	GPNMB
GPR37L1	GPR37L1
GSDMA	GSDMA
HLF	HLF
IFNL1	IFNL1
IL17RE	IL17RE
IL27	IL27
IMPG2	IMPG2
KCTD19	KCTD19
KDELR3	KDELR3
KHDC1	KHDC1
KIRREL3	KIRREL3
KRT7	KRT7
LINC01873	LINC01873
LINC02080	LINC02080
LINC02323	LINC02323
LINC02427	LINC02427
LINC02631	LINC02631
LTBP2	LTBP2
MAMLD1	MAMLD1
MASP2	MASP2
NDN	NDN
NECAB1	NECAB1
NEUROD2	NEUROD2
NLGN3	NLGN3
PADI6	PADI6
PANK1	PANK1
PDCD1LG2	PDCD1LG2
PLPP7	PLPP7
PPM1H	PPM1H
PRUNE2	PRUNE2
PTGFRN	PTGFRN
RERG	RERG
RNASE1	RNASE1
RORB	RORB
RTL8B	RTL8B
RTN4R	RTN4R
SERPINF2	SERPINF2
SLIT1	SLIT1
SPTY2D1OS	SPTY2D1OS
STKLD1	STKLD1
TBX6	TBX6
TFAP2E	TFAP2E
TMPRSS11E	TMPRSS11E
TPH1	TPH1
UCA1	UCA1
USP46-AS1	USP46-AS1
WNT10B	WNT10B
ZNF697	ZNF697
ACER1	ACER1
AJM1	AJM1
AKR1D1	AKR1D1
ALDH1A2	ALDH1A2
ANGPTL6	ANGPTL6
ANKDD1B	ANKDD1B
ANXA9	ANXA9
AQP10	AQP10
ARHGAP42	ARHGAP42
ATP1A4	ATP1A4
BDH2	BDH2
BRSK1	BRSK1
C12orf74	C12orf74
C19orf57	C19orf57
C1QL3	C1QL3
C20orf203	C20orf203
C21orf62	C21orf62
C4orf47	C4orf47
C9orf106	C9orf106
CACNA1H	CACNA1H
CAMP	CAMP
CASC10	CASC10
CD109	CD109
CD1A	CD1A
CDHR1	CDHR1
CDK4	CDK4
CELF4	CELF4
CFAP300	CFAP300
CHRNE	CHRNE
CIT	CIT
CLBA1	CLBA1
CRLF1	CRLF1
CXCL1	CXCL1
DHDH	DHDH
DNAI2	DNAI2
DNAJC28	DNAJC28
DTNA	DTNA
EBF4	EBF4
EFHD1	EFHD1
ELOVL7	ELOVL7
ENPEP	ENPEP
ERBB3	ERBB3
ETNK2	ETNK2
FALEC	FALEC
FAM209A	FAM209A
FAM71D	FAM71D
FAM83F	FAM83F
FNDC9	FNDC9
FOXD2	FOXD2
FRMD6	FRMD6
FRRS1L	FRRS1L
FUT1	FUT1
GIPC3	GIPC3
GNG8	GNG8
GPLD1	GPLD1
GPSM1	GPSM1
GRAPL	GRAPL
GRB10	GRB10
HAVCR1	HAVCR1
HIF3A	HIF3A
HIST1H2BH	HIST1H2BH
HIST1H4D	HIST1H4D
HMGA2	HMGA2
HSPG2	HSPG2
IL12A	IL12A
IL17C	IL17C
IPPK	IPPK
IRF6	IRF6
ITGB1BP2	ITGB1BP2
KCNK13	KCNK13
KCNK17	KCNK17
KCNN1	KCNN1
KIF14	KIF14
KIF5A	KIF5A
KLHL33	KLHL33
KRT23	KRT23
L3MBTL4-AS1	L3MBTL4-AS1
LAMB2	LAMB2
LAMC3	LAMC3
LCN12	LCN12
LCN2	LCN2
LGALS4	LGALS4
LINC00968	LINC00968
LINC01132	LINC01132
LINC01771	LINC01771
LINC02244	LINC02244
LINC02316	LINC02316
LINC02367	LINC02367
LINC02455	LINC02455
LRRC3	LRRC3
MARCH10	MARCH10
MDK	MDK
METTL27	METTL27
MICALL2	MICALL2
MIR219A1	MIR219A1
MIR4530	MIR4530
MIR503HG	MIR503HG
MIR7845	MIR7845
NRP2	NRP2
NUDT7	NUDT7
NUP62CL	NUP62CL
OMD	OMD
OPRD1	OPRD1
OR11G2	OR11G2
OR2L2	OR2L2
ORM2	ORM2
OXER1	OXER1
PARD3	PARD3
PCP2	PCP2
PGM5	PGM5
PHLDB1	PHLDB1
PINK1	PINK1
PLTP	PLTP
PRR19	PRR19
PRR22	PRR22
PTPRB	PTPRB
RBFOX2	RBFOX2
RDH11	RDH11
RGMA	RGMA
RHBDL2	RHBDL2
RNF208	RNF208
RSPH9	RSPH9
SCGB2B2	SCGB2B2
SCNN1D	SCNN1D
SEMA6C	SEMA6C
SH3D21	SH3D21
SLC35G6	SLC35G6
SLC6A20	SLC6A20
SLC9A3R2	SLC9A3R2
SNX32	SNX32
SPATA9	SPATA9
SPDYA	SPDYA
SPESP1	SPESP1
SPTLC3	SPTLC3
SV2C	SV2C
SYT2	SYT2
TAC4	TAC4
TAL1	TAL1
TCTEX1D4	TCTEX1D4
THSD7A	THSD7A
TIGD3	TIGD3
TMCC2	TMCC2
TMEM136	TMEM136
TMEM81	TMEM81
TMEM86A	TMEM86A
TMSB15B	TMSB15B
TNFRSF21	TNFRSF21
TP53TG3D	TP53TG3D
TRAIP	TRAIP
TYRO3	TYRO3
UPK2	UPK2
USHBP1	USHBP1
VLDLR	VLDLR
VWDE	VWDE
WDR31	WDR31
WNT6	WNT6
WWC1	WWC1
ZDHHC15	ZDHHC15
ZMAT4	ZMAT4
ZNF559-ZNF177	ZNF559-ZNF177
ZNF716	ZNF716
ZNF727	ZNF727
ZNF774	ZNF774
ALAS2	ALAS2
AMY1A	AMY1A
C2CD6	C2CD6
CA1	CA1
CMYA5	CMYA5
EIF6	EIF6
FOXD2-AS1	FOXD2-AS1
GCHFR	GCHFR
IL22	IL22
INCA1	INCA1
MYBPC3	MYBPC3
RNASE3	RNASE3
TMEM246	TMEM246
TPRG1-AS1	TPRG1-AS1
ZC3H12C	ZC3H12C
ABCA8	ABCA8
AMN	AMN
ANKRD9	ANKRD9
APOA1	APOA1
ASB16	ASB16
ATP13A4	ATP13A4
CASC15	CASC15
CTU1	CTU1
DKK2	DKK2
F8A2	F8A2
FGF14	FGF14
GPX2	GPX2
HES4	HES4
HIST1H4F	HIST1H4F
ITLN1	ITLN1
LINC02227	LINC02227
NRIP1	NRIP1
NRL	NRL
PRPH2	PRPH2
RHOBTB1	RHOBTB1
SAPCD2	SAPCD2
STARD8	STARD8
TMEM238	TMEM238
TMPRSS9	TMPRSS9
TRIM45	TRIM45
UPP2	UPP2
UTF1	UTF1
ZBTB47	ZBTB47
C1S	C1S
C2CD4D	C2CD4D
CCNE1	CCNE1
CCR8	CCR8
GDF5OS	GDF5OS
HMGCS2	HMGCS2
KIAA0895	KIAA0895
MAB21L2	MAB21L2
NCR3LG1	NCR3LG1
NKX2-5	NKX2-5
NPDC1	NPDC1
PANO1	PANO1
SEMA3G	SEMA3G
TNS1	TNS1
TUSC3	TUSC3
VASN	VASN
ZFPM2	ZFPM2
AFF2	AFF2
AKAP3	AKAP3
ALDH1L2	ALDH1L2
ANKRD33B	ANKRD33B
ATP1B2	ATP1B2
BEND3	BEND3
BHLHE41	BHLHE41
BTBD18	BTBD18
C13orf46	C13orf46
C1orf146	C1orf146
CA8	CA8
CCDC194	CCDC194
CEBPA	CEBPA
CFAP97D1	CFAP97D1
CLDN23	CLDN23
CUX2	CUX2
DEPP1	DEPP1
DLK2	DLK2
DOK4	DOK4
F2RL1	F2RL1
FAM171A2	FAM171A2
FAM83H	FAM83H
FAT4	FAT4
FBXO31	FBXO31
GIPC2	GIPC2
GK3P	GK3P
GOLGA8J	GOLGA8J
GRIK4	GRIK4
HAMP	HAMP
HIST1H2BB	HIST1H2BB
HYAL1	HYAL1
IGFBP2	IGFBP2
IQCA1	IQCA1
IQSEC3	IQSEC3
KCNIP4	KCNIP4
KCNK12	KCNK12
KIFC2	KIFC2
KLHL25	KLHL25
KLHL35	KLHL35
LAMP3	LAMP3
LARGE1	LARGE1
LENG9	LENG9
LINC00240	LINC00240
LINC00862	LINC00862
LINC01736	LINC01736
LINC02012	LINC02012
LINC02033	LINC02033
LINC02288	LINC02288
LINC02520	LINC02520
LIX1-AS1	LIX1-AS1
LRRC43	LRRC43
LYG1	LYG1
MEG3	MEG3
MIR3188	MIR3188
MIRLET7A1HG	MIRLET7A1HG
MST1	MST1
NT5M	NT5M
NUDT11	NUDT11
OGFOD2	OGFOD2
OR52K1	OR52K1
PART1	PART1
PCSK4	PCSK4
PCSK6	PCSK6
PHKG1	PHKG1
PLAC9	PLAC9
PLAT	PLAT
PPFIA4	PPFIA4
PPIL6	PPIL6
PROX2	PROX2
PRSS27	PRSS27
PSMC3IP	PSMC3IP
RAD54L	RAD54L
RAMP2-AS1	RAMP2-AS1
RASL10A	RASL10A
RMI2	RMI2
RNF17	RNF17
RSPH4A	RSPH4A
RTCA-AS1	RTCA-AS1
SCN8A	SCN8A
SHOX	SHOX
SLC2A5	SLC2A5
SLC46A2	SLC46A2
SPRY3	SPRY3
SPTB	SPTB
STX1B	STX1B
TBC1D10A	TBC1D10A
TESK1	TESK1
THRB	THRB
TRIM17	TRIM17
TTC23	TTC23
TUSC1	TUSC1
WDR88	WDR88
ZBED2	ZBED2
ZNF366	ZNF366
ZNF730	ZNF730
ABI3BP	ABI3BP
APOH	APOH
ARHGAP28	ARHGAP28
CIB2	CIB2
E2F1	E2F1
HES2	HES2
LINC02562	LINC02562
LRRC75A	LRRC75A
MME	MME
NTN4	NTN4
PLA2R1	PLA2R1
RXFP2	RXFP2
SHCBP1L	SHCBP1L
STARD5	STARD5
TNNT3	TNNT3
TPO	TPO
WDR64	WDR64
ANLN	ANLN
ANO5	ANO5
ASCL5	ASCL5
C19orf18	C19orf18
CACNA1F	CACNA1F
CAV1	CAV1
CDK2AP1	CDK2AP1
CEP55	CEP55
CLEC2L	CLEC2L
DMC1	DMC1
ELL3	ELL3
FAM182B	FAM182B
FREM3	FREM3
GINS1	GINS1
GMCL2	GMCL2
IL17RB	IL17RB
KCNN3	KCNN3
LINC01239	LINC01239
LNP1	LNP1
MAMDC4	MAMDC4
MEX3D	MEX3D
PLEKHH3	PLEKHH3
PSD3	PSD3
SCN3B	SCN3B
SLC35D2	SLC35D2
TENM4	TENM4
TMEM232	TMEM232
TNFAIP6	TNFAIP6
TRPC5	TRPC5
UBXN10	UBXN10
ZNF215	ZNF215
ZNF98	ZNF98
AK4	AK4
ANGEL1	ANGEL1
ANKRD34A	ANKRD34A
APBB2	APBB2
ARHGAP11B	ARHGAP11B
B4GALT2	B4GALT2
C1QB	C1QB
C2orf83	C2orf83
CHRNA1	CHRNA1
EVC	EVC
FAM3B	FAM3B
FGFR2	FGFR2
HTRA1	HTRA1
IFFO2	IFFO2
IGSF9B	IGSF9B
LINC01160	LINC01160
LINC02656	LINC02656
LONRF2	LONRF2
MANEAL	MANEAL
MAPK11	MAPK11
NRG4	NRG4
PLIN4	PLIN4
PLXNB3	PLXNB3
PROB1	PROB1
SAMD11	SAMD11
SCARF2	SCARF2
SNAI1	SNAI1
SULT2B1	SULT2B1
TMPRSS3	TMPRSS3
UBE2L5	UBE2L5
WDR17	WDR17
ZP1	ZP1
AKAP12	AKAP12
APOE	APOE
ASAP2	ASAP2
ASB9	ASB9
BTNL9	BTNL9
C9orf24	C9orf24
CASKIN2	CASKIN2
CATSPERE	CATSPERE
CCDC150	CCDC150
CCL16	CCL16
CNTN2	CNTN2
CRYGN	CRYGN
CTAGE6	CTAGE6
ERRFI1	ERRFI1
ERVH48-1	ERVH48-1
FAM124B	FAM124B
FGF22	FGF22
FILNC1	FILNC1
HIST1H2AJ	HIST1H2AJ
HLA-DMA	HLA-DMA
IBA57-DT	IBA57-DT
IGLL1	IGLL1
INAVA	INAVA
KRT81	KRT81
LCA5	LCA5
LINC00452	LINC00452
LINC00507	LINC00507
LINC01033	LINC01033
LINC01611	LINC01611
LINC01852	LINC01852
LZTS1	LZTS1
MAGI2	MAGI2
MARC2	MARC2
MIR3671	MIR3671
MIR99AHG	MIR99AHG
NANOS1	NANOS1
NPFFR1	NPFFR1
NRG2	NRG2
OLR1	OLR1
OR2A1	OR2A1
OSBPL6	OSBPL6
P3H2	P3H2
PARD6G	PARD6G
PEX5L	PEX5L
PLEK2	PLEK2
PLVAP	PLVAP
PPM1K-DT	PPM1K-DT
PRSS53	PRSS53
PXDN	PXDN
RHOXF2	RHOXF2
RHPN2	RHPN2
RIPK3	RIPK3
RNASEK-C17orf49	RNASEK-C17orf49
RRS1-AS1	RRS1-AS1
SAMMSON	SAMMSON
SDK1	SDK1
SERP2	SERP2
SFRP5	SFRP5
SLC1A1	SLC1A1
SLC36A3	SLC36A3
SNTG2	SNTG2
TACR1	TACR1
TCAF2C	TCAF2C
ZNF491	ZNF491
ZNF572	ZNF572
ZNF723	ZNF723
ZNF843	ZNF843
ADGRB3	ADGRB3
ADGRF1	ADGRF1
B4GALNT4	B4GALNT4
C1QTNF7	C1QTNF7
CABYR	CABYR
CCDC173	CCDC173
CLIP1-AS1	CLIP1-AS1
CXCL2	CXCL2
GUCA1B	GUCA1B
HOXA3	HOXA3
LINC00671	LINC00671
MIR5695	MIR5695
NTN5	NTN5
PANX2	PANX2
RASIP1	RASIP1
SH3TC2	SH3TC2
SYNGR3	SYNGR3
TRNP1	TRNP1
ADRB1	ADRB1
ATCAY	ATCAY
C6orf132	C6orf132
CALY	CALY
CCDC184	CCDC184
CDC20B	CDC20B
CNIH2	CNIH2
CYP1A2	CYP1A2
CYP2W1	CYP2W1
DENND2A	DENND2A
DYRK3	DYRK3
EXOC3L1	EXOC3L1
GPRC5C	GPRC5C
GRIN2D	GRIN2D
GSG1	GSG1
HEPHL1	HEPHL1
IGSF9	IGSF9
IL20RB	IL20RB
LINC00887	LINC00887
LINC01115	LINC01115
LMNTD2	LMNTD2
MALL	MALL
MAZ	MAZ
MELTF	MELTF
MIR1972-2	MIR1972-2
MIR23A	MIR23A
MIR27A	MIR27A
MIR6090	MIR6090
MMP2-AS1	MMP2-AS1
MYH7B	MYH7B
PGLYRP2	PGLYRP2
PNMA6F	PNMA6F
PPP1R27	PPP1R27
RRAD	RRAD
SH2B2	SH2B2
SIGLEC12	SIGLEC12
SKIDA1	SKIDA1
SLC26A8	SLC26A8
STOX1	STOX1
SYNPO2L	SYNPO2L
TGM1	TGM1
TNC	TNC
TNS2	TNS2
UNC5A	UNC5A
VXN	VXN
WWC2-AS2	WWC2-AS2
ZNF295-AS1	ZNF295-AS1
ABCG2	ABCG2
ADARB2	ADARB2
CDH3	CDH3
CHL1	CHL1
CRNDE	CRNDE
ENPP1	ENPP1
FAM224B	FAM224B
FAM53A	FAM53A
FIGNL2	FIGNL2
FRG1-DT	FRG1-DT
FSD2	FSD2
GABRG3	GABRG3
HBM	HBM
MAST1	MAST1
MIR5703	MIR5703
MND1	MND1
NETO1	NETO1
NPIPA9	NPIPA9
PHOSPHO1	PHOSPHO1
RASL11B	RASL11B
SCAT1	SCAT1
SELENBP1	SELENBP1
SGCD	SGCD
SLC38A11	SLC38A11
SLC6A12	SLC6A12
SNX7	SNX7
SYCP2L	SYCP2L
SYT1	SYT1
TMEM158	TMEM158
TUBA3C	TUBA3C
ADGRG3	ADGRG3
ALOX15B	ALOX15B
ANGPTL4	ANGPTL4
AVP	AVP
BAALC	BAALC
BACH1-AS1	BACH1-AS1
CD34	CD34
CRHBP	CRHBP
DACT3	DACT3
DIPK1B	DIPK1B
EFCAB12	EFCAB12
GPR84	GPR84
HES1	HES1
IQCJ-SCHIP1	IQCJ-SCHIP1
KANK2	KANK2
LRRC8E	LRRC8E
MAPK6-DT	MAPK6-DT
NPR3	NPR3
RIBC2	RIBC2
SHISA9	SHISA9
SMIM24	SMIM24
TFPI	TFPI
UNC79	UNC79
ZNF426-DT	ZNF426-DT
AHSP	AHSP
C1QTNF12	C1QTNF12
COX6B2	COX6B2
CSMD1	CSMD1
FAM167A	FAM167A
IER5L	IER5L
OR1I1	OR1I1
PIPOX	PIPOX
SLC4A1	SLC4A1
SOX15	SOX15
TSKS	TSKS
ACOX2	ACOX2
ANKRD62	ANKRD62
APOF	APOF
BSN-DT	BSN-DT
BSPRY	BSPRY
CASR	CASR
CCDC74A	CCDC74A
CDON	CDON
CFAP43	CFAP43
CHRM5	CHRM5
CTXND2	CTXND2
DPEP3	DPEP3
FAM166A	FAM166A
FAM81A	FAM81A
FITM1	FITM1
FLRT2	FLRT2
FZD5	FZD5
GATA2	GATA2
GDF15	GDF15
GPR161	GPR161
GPR85	GPR85
GRM2	GRM2
ICAM5	ICAM5
KIFC1	KIFC1
LCTL	LCTL
LGR4	LGR4
LINC00102	LINC00102
LINC01579	LINC01579
LINC02298	LINC02298
LYPLAL1-AS1	LYPLAL1-AS1
MEIKIN	MEIKIN
MMP24	MMP24
MSANTD1	MSANTD1
MYLK4	MYLK4
NIM1K	NIM1K
NLRP6	NLRP6
NOVA2	NOVA2
NR1I3	NR1I3
NRSN2	NRSN2
NRTN	NRTN
NRXN2	NRXN2
NRXN3	NRXN3
ORC1	ORC1
PRR33	PRR33
RNFT1-DT	RNFT1-DT
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B
SAXO2	SAXO2
SERPINE1	SERPINE1
SH3RF2	SH3RF2
SKA3	SKA3
SLC25A30-AS1	SLC25A30-AS1
SLC27A2	SLC27A2
SLC43A3	SLC43A3
SPOCK1	SPOCK1
SPRY2	SPRY2
SSC5D	SSC5D
TFCP2L1	TFCP2L1
TMEM240	TMEM240
TP53TG5	TP53TG5
TRIP13	TRIP13
TRMT9B	TRMT9B
TXNRD3	TXNRD3
VPS37D	VPS37D
ZNF454	ZNF454
ZNF471	ZNF471
ZNF511-PRAP1	ZNF511-PRAP1
ADAMTS13	ADAMTS13
CCDC107	CCDC107
CDH2	CDH2
CHDH	CHDH
GPR137C	GPR137C
HMMR	HMMR
HOXA2	HOXA2
ITIH5	ITIH5
KCNE1B	KCNE1B
LINC01876	LINC01876
LINC02185	LINC02185
MRLN	MRLN
SLC1A3	SLC1A3
SLC25A52	SLC25A52
SLC6A8	SLC6A8
TGFBR3L	TGFBR3L
WNK4	WNK4
ACY3	ACY3
C19orf81	C19orf81
EBF3	EBF3
GTF2IRD1	GTF2IRD1
LINC02362	LINC02362
LRRC26	LRRC26
PP2D1	PP2D1
PROC	PROC
RASSF8	RASSF8
RFPL3S	RFPL3S
RUNDC3A	RUNDC3A
TMEM88	TMEM88
ZNF521	ZNF521
BMP6	BMP6
C6orf52	C6orf52
CATSPERD	CATSPERD
CPB2	CPB2
CRB2	CRB2
CTRC	CTRC
DDR2	DDR2
EGFL6	EGFL6
ENAM	ENAM
FAM41AY1	FAM41AY1
FAM57A	FAM57A
FAM72C	FAM72C
FBXW9	FBXW9
GRAP	GRAP
HRK	HRK
KCNB1	KCNB1
KIAA2012	KIAA2012
KIF2C	KIF2C
KREMEN1	KREMEN1
LINC01694	LINC01694
LINC02551	LINC02551
MAP1LC3C	MAP1LC3C
MARVELD3	MARVELD3
NOTO	NOTO
PODNL1	PODNL1
PRR29-AS1	PRR29-AS1
QRICH2	QRICH2
RBM46	RBM46
SCGB1C2	SCGB1C2
SCGB3A2	SCGB3A2
SCN3A	SCN3A
SCX	SCX
SGCA	SGCA
SLC13A5	SLC13A5
SLC5A4	SLC5A4
SPX	SPX
STYK1	STYK1
TAGLN	TAGLN
TEX45	TEX45
TGM2	TGM2
THSD1	THSD1
TMEM184A	TMEM184A
ZNF668	ZNF668
CAV2	CAV2
DLGAP2	DLGAP2
GTSE1	GTSE1
MMP14	MMP14
SLC44A5	SLC44A5
TREML2	TREML2
SMAD6	SMAD6
FKBP6	FKBP6
HESX1	HESX1
HPR	HPR
SERPINI2	SERPINI2
SFTPD	SFTPD
SLC4A3	SLC4A3
THNSL2	THNSL2
COL1A1	COL1A1
CRYM	CRYM
FBLIM1	FBLIM1
GJB6	GJB6
GRHL2	GRHL2
ITGAD	ITGAD
LINC01259	LINC01259
LINC01666	LINC01666
LINC02574	LINC02574
LINC02660	LINC02660
LSMEM1	LSMEM1
PRTFDC1	PRTFDC1
RFPL4A	RFPL4A
SHD	SHD
SHH	SHH
SHISA2	SHISA2
CXCL10	CXCL10
CYP2A6	CYP2A6
FAM24B	FAM24B
CDH20	CDH20
CFAP54	CFAP54
LOXHD1	LOXHD1
OTOF	OTOF
RHCE	RHCE
RNF150	RNF150
CDK1	CDK1
FAM87B	FAM87B
GYPE	GYPE
HSPA12B	HSPA12B
AP3B2	AP3B2
CRX	CRX
FAM227A	FAM227A
FAM83D	FAM83D
NR5A2	NR5A2
NTRK1	NTRK1
OR3A2	OR3A2
PIANP	PIANP
SMIM33	SMIM33
WNT5B	WNT5B
LINC00443	LINC00443
MAS1	MAS1
ABCC11	ABCC11
NXN	NXN
PROS1	PROS1
PVALB	PVALB
TMEM45A	TMEM45A
TRPC6	TRPC6
GML	GML
SLC45A1	SLC45A1
DOK7	DOK7
EXD1	EXD1
KIAA1211L	KIAA1211L
LINC01427	LINC01427
LINC01624	LINC01624
MIR320D1	MIR320D1
MT3	MT3
PAGE5	PAGE5
RHOXF1	RHOXF1
SLC35G3	SLC35G3
SMIM10L2A	SMIM10L2A
TUB	TUB
GPRACR	GPRACR
KCTD11	KCTD11
C15orf65	C15orf65
CXCL3	CXCL3
FAM171B	FAM171B
GSC	GSC
HOXC4	HOXC4
LAD1	LAD1
LINC00221	LINC00221
PPP1R14C	PPP1R14C
PRX	PRX
STXBP6	STXBP6
TDRD1	TDRD1
TMEM56	TMEM56
XPNPEP2	XPNPEP2
RFPL4AL1	RFPL4AL1
SSC4D	SSC4D
USP27X-AS1	USP27X-AS1
ZFP2	ZFP2
FAM224A	FAM224A
FHAD1	FHAD1
HSPA2	HSPA2
LINC02086	LINC02086
OPN1SW	OPN1SW
RIMKLA	RIMKLA
VIT	VIT
ANKRD29	ANKRD29
CORO6	CORO6
DES	DES
HEY2	HEY2
RAPGEF3	RAPGEF3
ADAMTS2	ADAMTS2
DNAJC5B	DNAJC5B
FAM167B	FAM167B
NLGN2	NLGN2
ORM1	ORM1
SOBP	SOBP
TEKT2	TEKT2
CADM4	CADM4
CDS1	CDS1
DLGAP1	DLGAP1
FFAR4	FFAR4
NANOS3	NANOS3
SMIM10	SMIM10
C12orf40	C12orf40
CARMIL3	CARMIL3
CHSY3	CHSY3
CLEC9A	CLEC9A
CXXC4	CXXC4
DPY19L2	DPY19L2
DUBR	DUBR
LINC01918	LINC01918
LRRC49	LRRC49
MAGED4B	MAGED4B
MYRF	MYRF
PEX10	PEX10
ROR2	ROR2
SOAT2	SOAT2
SPRN	SPRN
TLN2	TLN2
TMEM244	TMEM244
WDR63	WDR63
CARMN	CARMN
NGB	NGB
OR7G2	OR7G2
ZDHHC19	ZDHHC19
LINC02391	LINC02391
OTUB2	OTUB2
GGTLC2	GGTLC2
ZMYND12	ZMYND12
CDCA5	CDCA5
DOCK6	DOCK6
FBXO15	FBXO15
ITGA8	ITGA8
LINC00989	LINC00989
LINC01197	LINC01197
MT1G	MT1G
NEURL3	NEURL3
PALM	PALM
RFPL2	RFPL2
RND2	RND2
SDS	SDS
SLC15A1	SLC15A1
TEX54	TEX54
UBE2C	UBE2C
ZACN	ZACN
KRT5	KRT5
LHFPL6	LHFPL6
PACRG	PACRG
SSPO	SSPO
GPAT2	GPAT2
IL11	IL11
OR6C4	OR6C4
RND1	RND1
TDRD15	TDRD15
PLEKHG6	PLEKHG6
CYP2E1	CYP2E1
FAM86B1	FAM86B1
PRSS22	PRSS22
C1orf167	C1orf167
CLDN12	CLDN12
FAM225A	FAM225A
UNC13C	UNC13C
ABCC2	ABCC2
CCL27	CCL27
CDCA3	CDCA3
FOXP2	FOXP2
LINC02029	LINC02029
CHRNA10	CHRNA10
NLGN4Y	NLGN4Y
CNPY1	CNPY1
DCST2	DCST2
INMT-MINDY4	INMT-MINDY4
IQCH	IQCH
LINC00304	LINC00304
LINC01411	LINC01411
LINC02421	LINC02421
REXO5	REXO5
WNT7B	WNT7B
PRR20D	PRR20D
SYT7	SYT7
ENDOG	ENDOG
ESPN	ESPN
HTR2C	HTR2C
ARR3	ARR3
GAS1	GAS1
PCDH17	PCDH17
CFAP77	CFAP77
TTC23L	TTC23L
UGT8	UGT8
CCDC36	CCDC36
CCDC68	CCDC68
LINC01531	LINC01531
SRRM3	SRRM3
ACSM1	ACSM1
DPF1	DPF1
RNF222	RNF222
IGF2BP1	IGF2BP1
LRFN2	LRFN2
MAGED4	MAGED4
PNMA2	PNMA2
SLC36A2	SLC36A2
THORLNC	THORLNC
TRPC3	TRPC3
VSTM2B	VSTM2B
NEU4	NEU4
NRARP	NRARP
DNAH3	DNAH3
KCNH1	KCNH1
PNPLA1	PNPLA1
CCL20	CCL20
LINC01946	LINC01946
PNMA8C	PNMA8C
SHISA8	SHISA8
STMND1	STMND1
TMPRSS13	TMPRSS13
ARHGEF28	ARHGEF28
BUB1B-PAK6	BUB1B-PAK6
C19orf84	C19orf84
C5orf60	C5orf60
CCDC78	CCDC78
CLIC6	CLIC6
FAM217A	FAM217A
FOXC1	FOXC1
LINC01659	LINC01659
LINC02100	LINC02100
MNS1	MNS1
OPLAH	OPLAH
FFAR3	FFAR3
GALNTL6	GALNTL6
LINC00352	LINC00352
MMP9	MMP9
NPAS1	NPAS1
PARVA	PARVA
RDM1	RDM1
TNFSF9	TNFSF9
ADGRB2	ADGRB2
CCBE1	CCBE1
KLF1	KLF1
LINC00599	LINC00599
PACERR	PACERR
C9orf116	C9orf116
CAPN8	CAPN8
CDO1	CDO1
CHADL	CHADL
CHRNA5	CHRNA5
EEF1A2	EEF1A2
EFCAB8	EFCAB8
INHBE	INHBE
KIAA1549	KIAA1549
LINC01980	LINC01980
LINC02315	LINC02315
LMCD1	LMCD1
LYPD5	LYPD5
MIR3648-2	MIR3648-2
MIXL1	MIXL1
MOCS1	MOCS1
NKPD1	NKPD1
PXDC1	PXDC1
RAB26	RAB26
SH3GL3	SH3GL3
SLC7A14	SLC7A14
SLCO2B1	SLCO2B1
SPSB3	SPSB3
TMEM225B	TMEM225B
TMEM236	TMEM236
WNT1	WNT1
KRTAP16-1	KRTAP16-1
PCBP3	PCBP3
LRRC75B	LRRC75B
PIWIL3	PIWIL3
HSPA12A	HSPA12A
LINC00924	LINC00924
PPFIA3	PPFIA3
LINC01562	LINC01562
TSPAN9	TSPAN9
MIR4444-2	MIR4444-2
MYOZ3	MYOZ3
PLA1A	PLA1A
GALNT5	GALNT5
PROX1	PROX1
RS1	RS1
LMO1	LMO1
CPLX1	CPLX1
DHRS13	DHRS13
RFLNA	RFLNA
BICDL2	BICDL2
CAND2	CAND2
CNTN1	CNTN1
COL11A2	COL11A2
FAM57B	FAM57B
FOXB1	FOXB1
HCAR1	HCAR1
HYDIN	HYDIN
LINC02078	LINC02078
MTRNR2L4	MTRNR2L4
OVGP1	OVGP1
ZDHHC11	ZDHHC11
ZNF99	ZNF99
CD80	CD80
