	gene_symbol
ENSG00000278859	ENSG00000278859
ENSG00000278861	ENSG00000278861
ENSG00000278862	ENSG00000278862
ENSG00000278863	ENSG00000278863
ENSG00000278864	ENSG00000278864
ENSG00000278867	ENSG00000278867
ENSG00000278875	ENSG00000278875
ENSG00000278876	ENSG00000278876
ENSG00000278877	ENSG00000278877
ENSG00000278878	ENSG00000278878
ENSG00000278879	ENSG00000278879
ENSG00000278881	ENSG00000278881
ENSG00000278884	ENSG00000278884
ENSG00000278885	ENSG00000278885
ENSG00000278887	ENSG00000278887
ENSG00000278890	ENSG00000278890
ENSG00000278891	ENSG00000278891
ENSG00000278893	ENSG00000278893
ENSG00000278895	ENSG00000278895
ENSG00000278896	ENSG00000278896
ENSG00000278897	ENSG00000278897
ENSG00000278898	ENSG00000278898
ENSG00000278899	ENSG00000278899
ENSG00000278900	ENSG00000278900
ENSG00000278903	ENSG00000278903
ENSG00000278909	ENSG00000278909
ENSG00000278911	ENSG00000278911
ENSG00000278912	ENSG00000278912
ENSG00000278913	ENSG00000278913
ENSG00000278917	ENSG00000278917
ENSG00000278920	ENSG00000278920
ENSG00000278923	ENSG00000278923
ENSG00000278924	ENSG00000278924
ENSG00000278926	ENSG00000278926
ENSG00000278928	ENSG00000278928
ENSG00000278929	ENSG00000278929
ENSG00000278931	ENSG00000278931
ENSG00000278932	ENSG00000278932
ENSG00000278933	ENSG00000278933
ENSG00000278934	ENSG00000278934
ENSG00000278935	ENSG00000278935
ENSG00000278942	ENSG00000278942
ENSG00000278943	ENSG00000278943
ENSG00000278948	ENSG00000278948
ENSG00000278949	ENSG00000278949
ENSG00000278950	ENSG00000278950
ENSG00000278952	ENSG00000278952
ENSG00000278953	ENSG00000278953
ENSG00000278955	ENSG00000278955
ENSG00000278959	ENSG00000278959
ENSG00000278962	ENSG00000278962
ENSG00000278963	ENSG00000278963
ENSG00000278965	ENSG00000278965
ENSG00000278966	ENSG00000278966
ENSG00000278967	ENSG00000278967
ENSG00000278969	ENSG00000278969
ENSG00000278971	ENSG00000278971
ENSG00000278972	ENSG00000278972
ENSG00000278973	ENSG00000278973
ENSG00000278974	ENSG00000278974
ENSG00000278975	ENSG00000278975
ENSG00000278977	ENSG00000278977
ENSG00000278979	ENSG00000278979
ENSG00000278981	ENSG00000278981
ENSG00000278982	ENSG00000278982
ENSG00000278983	ENSG00000278983
ENSG00000278985	ENSG00000278985
ENSG00000278986	ENSG00000278986
ENSG00000278987	ENSG00000278987
ENSG00000278989	ENSG00000278989
ENSG00000278991	ENSG00000278991
ENSG00000278993	ENSG00000278993
ENSG00000278994	ENSG00000278994
ENSG00000278995	ENSG00000278995
ENSG00000278996	ENSG00000278996
ENSG00000278997	ENSG00000278997
ENSG00000278998	ENSG00000278998
ENSG00000278999	ENSG00000278999
ENSG00000279004	ENSG00000279004
ENSG00000279006	ENSG00000279006
ENSG00000279009	ENSG00000279009
ENSG00000279013	ENSG00000279013
ENSG00000279015	ENSG00000279015
ENSG00000279017	ENSG00000279017
ENSG00000279019	ENSG00000279019
ENSG00000279021	ENSG00000279021
ENSG00000279022	ENSG00000279022
ENSG00000279025	ENSG00000279025
ENSG00000279026	ENSG00000279026
ENSG00000279029	ENSG00000279029
ENSG00000279030	ENSG00000279030
ENSG00000279031	ENSG00000279031
ENSG00000279032	ENSG00000279032
ENSG00000279033	ENSG00000279033
ENSG00000279034	ENSG00000279034
ENSG00000279035	ENSG00000279035
ENSG00000279039	ENSG00000279039
ENSG00000279040	ENSG00000279040
ENSG00000279041	ENSG00000279041
ENSG00000279042	ENSG00000279042
ENSG00000279043	ENSG00000279043
ENSG00000279047	ENSG00000279047
ENSG00000279048	ENSG00000279048
ENSG00000279049	ENSG00000279049
ENSG00000279057	ENSG00000279057
ENSG00000279059	ENSG00000279059
ENSG00000279061	ENSG00000279061
ENSG00000279064	ENSG00000279064
ENSG00000279069	ENSG00000279069
ENSG00000279070	ENSG00000279070
ENSG00000279071	ENSG00000279071
ENSG00000279072	ENSG00000279072
ENSG00000279073	ENSG00000279073
ENSG00000279074	ENSG00000279074
ENSG00000279077	ENSG00000279077
ENSG00000279080	ENSG00000279080
ENSG00000279081	ENSG00000279081
ENSG00000279083	ENSG00000279083
ENSG00000279085	ENSG00000279085
ENSG00000279086	ENSG00000279086
ENSG00000279088	ENSG00000279088
ENSG00000279089	ENSG00000279089
ENSG00000279090	ENSG00000279090
ENSG00000279091	ENSG00000279091
ENSG00000279092	ENSG00000279092
ENSG00000279093	ENSG00000279093
ENSG00000279095	ENSG00000279095
ENSG00000279096	ENSG00000279096
ENSG00000279098	ENSG00000279098
ENSG00000279099	ENSG00000279099
ENSG00000279103	ENSG00000279103
ENSG00000279104	ENSG00000279104
ENSG00000279106	ENSG00000279106
ENSG00000279107	ENSG00000279107
ENSG00000279108	ENSG00000279108
ENSG00000279110	ENSG00000279110
ENSG00000279114	ENSG00000279114
ENSG00000279117	ENSG00000279117
ENSG00000279118	ENSG00000279118
ENSG00000279119	ENSG00000279119
ENSG00000279120	ENSG00000279120
ENSG00000279122	ENSG00000279122
ENSG00000279123	ENSG00000279123
ENSG00000279127	ENSG00000279127
ENSG00000279128	ENSG00000279128
ENSG00000279129	ENSG00000279129
ENSG00000279133	ENSG00000279133
ENSG00000279134	ENSG00000279134
ENSG00000279135	ENSG00000279135
ENSG00000279136	ENSG00000279136
ENSG00000279137	ENSG00000279137
ENSG00000279138	ENSG00000279138
ENSG00000279140	ENSG00000279140
ENSG00000279142	ENSG00000279142
ENSG00000279143	ENSG00000279143
ENSG00000279144	ENSG00000279144
ENSG00000279145	ENSG00000279145
ENSG00000279147	ENSG00000279147
ENSG00000279148	ENSG00000279148
ENSG00000279149	ENSG00000279149
ENSG00000279151	ENSG00000279151
ENSG00000279152	ENSG00000279152
ENSG00000279154	ENSG00000279154
ENSG00000279159	ENSG00000279159
ENSG00000279160	ENSG00000279160
ENSG00000279161	ENSG00000279161
ENSG00000279162	ENSG00000279162
ENSG00000279164	ENSG00000279164
ENSG00000279165	ENSG00000279165
ENSG00000279166	ENSG00000279166
ENSG00000279168	ENSG00000279168
ENSG00000279173	ENSG00000279173
ENSG00000279174	ENSG00000279174
ENSG00000279175	ENSG00000279175
ENSG00000279176	ENSG00000279176
ENSG00000279179	ENSG00000279179
ENSG00000279180	ENSG00000279180
ENSG00000279186	ENSG00000279186
ENSG00000279187	ENSG00000279187
ENSG00000279189	ENSG00000279189
ENSG00000279190	ENSG00000279190
ENSG00000279193	ENSG00000279193
ENSG00000279196	ENSG00000279196
ENSG00000279197	ENSG00000279197
ENSG00000279198	ENSG00000279198
ENSG00000279199	ENSG00000279199
ENSG00000279200	ENSG00000279200
ENSG00000279201	ENSG00000279201
ENSG00000279202	ENSG00000279202
ENSG00000279203	ENSG00000279203
ENSG00000279204	ENSG00000279204
ENSG00000279207	ENSG00000279207
ENSG00000279208	ENSG00000279208
ENSG00000279209	ENSG00000279209
ENSG00000279212	ENSG00000279212
ENSG00000279217	ENSG00000279217
ENSG00000279218	ENSG00000279218
ENSG00000279221	ENSG00000279221
ENSG00000279225	ENSG00000279225
ENSG00000279227	ENSG00000279227
ENSG00000279228	ENSG00000279228
ENSG00000279231	ENSG00000279231
ENSG00000279232	ENSG00000279232
ENSG00000279233	ENSG00000279233
ENSG00000279235	ENSG00000279235
ENSG00000279236	ENSG00000279236
ENSG00000279240	ENSG00000279240
ENSG00000279246	ENSG00000279246
ENSG00000279249	ENSG00000279249
ENSG00000279251	ENSG00000279251
ENSG00000279253	ENSG00000279253
ENSG00000279255	ENSG00000279255
ENSG00000279256	ENSG00000279256
ENSG00000279259	ENSG00000279259
ENSG00000279265	ENSG00000279265
ENSG00000279266	ENSG00000279266
ENSG00000279267	ENSG00000279267
ENSG00000279268	ENSG00000279268
ENSG00000279269	ENSG00000279269
ENSG00000279273	ENSG00000279273
ENSG00000279275	ENSG00000279275
ENSG00000279276	ENSG00000279276
ENSG00000279277	ENSG00000279277
ENSG00000279278	ENSG00000279278
ENSG00000279281	ENSG00000279281
ENSG00000279283	ENSG00000279283
ENSG00000279285	ENSG00000279285
ENSG00000279286	ENSG00000279286
ENSG00000279288	ENSG00000279288
ENSG00000279289	ENSG00000279289
ENSG00000279294	ENSG00000279294
ENSG00000279295	ENSG00000279295
ENSG00000279298	ENSG00000279298
ENSG00000279299	ENSG00000279299
ENSG00000279300	ENSG00000279300
ENSG00000279302	ENSG00000279302
ENSG00000279303	ENSG00000279303
ENSG00000279304	ENSG00000279304
ENSG00000279305	ENSG00000279305
ENSG00000279306	ENSG00000279306
ENSG00000279310	ENSG00000279310
ENSG00000279311	ENSG00000279311
ENSG00000279314	ENSG00000279314
ENSG00000279315	ENSG00000279315
ENSG00000279317	ENSG00000279317
ENSG00000279319	ENSG00000279319
ENSG00000279320	ENSG00000279320
ENSG00000279321	ENSG00000279321
ENSG00000279322	ENSG00000279322
ENSG00000279324	ENSG00000279324
ENSG00000279326	ENSG00000279326
ENSG00000279329	ENSG00000279329
ENSG00000279330	ENSG00000279330
ENSG00000279332	ENSG00000279332
ENSG00000279333	ENSG00000279333
ENSG00000279334	ENSG00000279334
ENSG00000279336	ENSG00000279336
ENSG00000279337	ENSG00000279337
ENSG00000279339	ENSG00000279339
ENSG00000279340	ENSG00000279340
ENSG00000279341	ENSG00000279341
ENSG00000279342	ENSG00000279342
ENSG00000279343	ENSG00000279343
ENSG00000279344	ENSG00000279344
ENSG00000279345	ENSG00000279345
ENSG00000279347	ENSG00000279347
ENSG00000279348	ENSG00000279348
ENSG00000279349	ENSG00000279349
ENSG00000279352	ENSG00000279352
ENSG00000279353	ENSG00000279353
ENSG00000279354	ENSG00000279354
ENSG00000279356	ENSG00000279356
ENSG00000279357	ENSG00000279357
ENSG00000279358	ENSG00000279358
ENSG00000279359	ENSG00000279359
ENSG00000279360	ENSG00000279360
ENSG00000279361	ENSG00000279361
ENSG00000279364	ENSG00000279364
ENSG00000279365	ENSG00000279365
ENSG00000279366	ENSG00000279366
ENSG00000279367	ENSG00000279367
ENSG00000279368	ENSG00000279368
ENSG00000279369	ENSG00000279369
ENSG00000279370	ENSG00000279370
ENSG00000279373	ENSG00000279373
ENSG00000279376	ENSG00000279376
ENSG00000279377	ENSG00000279377
ENSG00000279378	ENSG00000279378
ENSG00000279379	ENSG00000279379
ENSG00000279382	ENSG00000279382
ENSG00000279387	ENSG00000279387
ENSG00000279388	ENSG00000279388
ENSG00000279390	ENSG00000279390
ENSG00000279392	ENSG00000279392
ENSG00000279394	ENSG00000279394
ENSG00000279399	ENSG00000279399
ENSG00000279401	ENSG00000279401
ENSG00000279403	ENSG00000279403
ENSG00000279404	ENSG00000279404
ENSG00000279406	ENSG00000279406
ENSG00000279407	ENSG00000279407
ENSG00000279409	ENSG00000279409
ENSG00000279410	ENSG00000279410
ENSG00000279411	ENSG00000279411
ENSG00000279412	ENSG00000279412
ENSG00000279413	ENSG00000279413
ENSG00000279415	ENSG00000279415
ENSG00000279416	ENSG00000279416
ENSG00000279417	ENSG00000279417
ENSG00000279419	ENSG00000279419
ENSG00000279421	ENSG00000279421
ENSG00000279423	ENSG00000279423
ENSG00000279425	ENSG00000279425
ENSG00000279428	ENSG00000279428
ENSG00000279429	ENSG00000279429
ENSG00000279431	ENSG00000279431
ENSG00000279432	ENSG00000279432
ENSG00000279433	ENSG00000279433
ENSG00000279434	ENSG00000279434
ENSG00000279437	ENSG00000279437
ENSG00000279438	ENSG00000279438
ENSG00000279439	ENSG00000279439
ENSG00000279440	ENSG00000279440
ENSG00000279442	ENSG00000279442
ENSG00000279443	ENSG00000279443
ENSG00000279447	ENSG00000279447
ENSG00000279453	ENSG00000279453
ENSG00000279455	ENSG00000279455
ENSG00000279456	ENSG00000279456
ENSG00000279460	ENSG00000279460
ENSG00000279461	ENSG00000279461
ENSG00000279462	ENSG00000279462
ENSG00000279463	ENSG00000279463
ENSG00000279464	ENSG00000279464
ENSG00000279466	ENSG00000279466
ENSG00000279467	ENSG00000279467
ENSG00000279469	ENSG00000279469
ENSG00000279474	ENSG00000279474
ENSG00000279475	ENSG00000279475
ENSG00000279476	ENSG00000279476
ENSG00000279480	ENSG00000279480
ENSG00000279481	ENSG00000279481
ENSG00000279482	ENSG00000279482
ENSG00000279483	ENSG00000279483
ENSG00000279485	ENSG00000279485
ENSG00000279488	ENSG00000279488
ENSG00000279489	ENSG00000279489
ENSG00000279490	ENSG00000279490
ENSG00000279491	ENSG00000279491
ENSG00000279494	ENSG00000279494
ENSG00000279495	ENSG00000279495
ENSG00000279499	ENSG00000279499
ENSG00000279500	ENSG00000279500
ENSG00000279501	ENSG00000279501
ENSG00000279502	ENSG00000279502
ENSG00000279504	ENSG00000279504
ENSG00000279507	ENSG00000279507
ENSG00000279509	ENSG00000279509
ENSG00000279511	ENSG00000279511
ENSG00000279512	ENSG00000279512
ENSG00000279513	ENSG00000279513
ENSG00000279518	ENSG00000279518
ENSG00000279519	ENSG00000279519
ENSG00000279520	ENSG00000279520
ENSG00000279525	ENSG00000279525
ENSG00000279527	ENSG00000279527
ENSG00000279528	ENSG00000279528
ENSG00000279529	ENSG00000279529
ENSG00000279530	ENSG00000279530
ENSG00000279532	ENSG00000279532
ENSG00000279537	ENSG00000279537
ENSG00000279539	ENSG00000279539
ENSG00000279541	ENSG00000279541
ENSG00000279544	ENSG00000279544
ENSG00000279548	ENSG00000279548
ENSG00000279549	ENSG00000279549
ENSG00000279554	ENSG00000279554
ENSG00000279555	ENSG00000279555
ENSG00000279557	ENSG00000279557
ENSG00000279561	ENSG00000279561
ENSG00000279562	ENSG00000279562
ENSG00000279565	ENSG00000279565
ENSG00000279567	ENSG00000279567
ENSG00000279568	ENSG00000279568
ENSG00000279570	ENSG00000279570
ENSG00000279571	ENSG00000279571
ENSG00000279573	ENSG00000279573
ENSG00000279578	ENSG00000279578
ENSG00000279581	ENSG00000279581
ENSG00000279583	ENSG00000279583
ENSG00000279588	ENSG00000279588
ENSG00000279589	ENSG00000279589
ENSG00000279590	ENSG00000279590
ENSG00000279591	ENSG00000279591
ENSG00000279592	ENSG00000279592
ENSG00000279593	ENSG00000279593
ENSG00000279594	ENSG00000279594
ENSG00000279595	ENSG00000279595
ENSG00000279598	ENSG00000279598
ENSG00000279599	ENSG00000279599
ENSG00000279602	ENSG00000279602
ENSG00000279603	ENSG00000279603
ENSG00000279604	ENSG00000279604
ENSG00000279605	ENSG00000279605
ENSG00000279606	ENSG00000279606
ENSG00000279608	ENSG00000279608
ENSG00000279609	ENSG00000279609
ENSG00000279611	ENSG00000279611
ENSG00000279613	ENSG00000279613
ENSG00000279616	ENSG00000279616
ENSG00000279619	ENSG00000279619
ENSG00000279620	ENSG00000279620
ENSG00000279621	ENSG00000279621
ENSG00000279622	ENSG00000279622
ENSG00000279623	ENSG00000279623
ENSG00000279625	ENSG00000279625
ENSG00000279628	ENSG00000279628
ENSG00000279631	ENSG00000279631
ENSG00000279632	ENSG00000279632
ENSG00000279633	ENSG00000279633
ENSG00000279638	ENSG00000279638
ENSG00000279641	ENSG00000279641
ENSG00000279647	ENSG00000279647
ENSG00000279648	ENSG00000279648
ENSG00000279649	ENSG00000279649
ENSG00000279652	ENSG00000279652
ENSG00000279653	ENSG00000279653
ENSG00000279656	ENSG00000279656
ENSG00000279657	ENSG00000279657
ENSG00000279658	ENSG00000279658
ENSG00000279659	ENSG00000279659
ENSG00000279662	ENSG00000279662
ENSG00000279663	ENSG00000279663
ENSG00000279665	ENSG00000279665
ENSG00000279666	ENSG00000279666
ENSG00000279667	ENSG00000279667
ENSG00000279668	ENSG00000279668
ENSG00000279669	ENSG00000279669
ENSG00000279670	ENSG00000279670
ENSG00000279672	ENSG00000279672
ENSG00000279673	ENSG00000279673
ENSG00000279674	ENSG00000279674
ENSG00000279675	ENSG00000279675
ENSG00000279679	ENSG00000279679
ENSG00000279682	ENSG00000279682
ENSG00000279684	ENSG00000279684
ENSG00000279686	ENSG00000279686
ENSG00000279687	ENSG00000279687
ENSG00000279689	ENSG00000279689
ENSG00000279690	ENSG00000279690
ENSG00000279691	ENSG00000279691
ENSG00000279692	ENSG00000279692
ENSG00000279693	ENSG00000279693
ENSG00000279696	ENSG00000279696
ENSG00000279697	ENSG00000279697
ENSG00000279699	ENSG00000279699
ENSG00000279700	ENSG00000279700
ENSG00000279705	ENSG00000279705
ENSG00000279706	ENSG00000279706
ENSG00000279709	ENSG00000279709
ENSG00000279711	ENSG00000279711
ENSG00000279712	ENSG00000279712
ENSG00000279714	ENSG00000279714
ENSG00000279715	ENSG00000279715
ENSG00000279717	ENSG00000279717
ENSG00000279721	ENSG00000279721
ENSG00000279722	ENSG00000279722
ENSG00000279724	ENSG00000279724
ENSG00000279732	ENSG00000279732
ENSG00000279733	ENSG00000279733
ENSG00000279734	ENSG00000279734
ENSG00000279738	ENSG00000279738
ENSG00000279742	ENSG00000279742
ENSG00000279747	ENSG00000279747
ENSG00000279748	ENSG00000279748
ENSG00000279749	ENSG00000279749
ENSG00000279753	ENSG00000279753
ENSG00000279756	ENSG00000279756
ENSG00000279757	ENSG00000279757
ENSG00000279758	ENSG00000279758
ENSG00000279759	ENSG00000279759
ENSG00000279762	ENSG00000279762
ENSG00000279765	ENSG00000279765
ENSG00000279766	ENSG00000279766
ENSG00000279769	ENSG00000279769
ENSG00000279771	ENSG00000279771
ENSG00000279773	ENSG00000279773
ENSG00000279774	ENSG00000279774
ENSG00000279778	ENSG00000279778
ENSG00000279780	ENSG00000279780
ENSG00000279784	ENSG00000279784
ENSG00000279785	ENSG00000279785
ENSG00000279786	ENSG00000279786
ENSG00000279789	ENSG00000279789
ENSG00000279790	ENSG00000279790
ENSG00000279791	ENSG00000279791
ENSG00000279792	ENSG00000279792
ENSG00000279794	ENSG00000279794
ENSG00000279795	ENSG00000279795
ENSG00000279796	ENSG00000279796
ENSG00000279799	ENSG00000279799
ENSG00000279801	ENSG00000279801
ENSG00000279803	ENSG00000279803
ENSG00000279805	ENSG00000279805
ENSG00000279806	ENSG00000279806
ENSG00000279807	ENSG00000279807
ENSG00000279809	ENSG00000279809
ENSG00000279811	ENSG00000279811
ENSG00000279814	ENSG00000279814
ENSG00000279818	ENSG00000279818
ENSG00000279819	ENSG00000279819
ENSG00000279821	ENSG00000279821
ENSG00000279822	ENSG00000279822
ENSG00000279825	ENSG00000279825
ENSG00000279827	ENSG00000279827
ENSG00000279829	ENSG00000279829
ENSG00000279833	ENSG00000279833
ENSG00000279834	ENSG00000279834
ENSG00000279837	ENSG00000279837
ENSG00000279838	ENSG00000279838
ENSG00000279839	ENSG00000279839
ENSG00000279840	ENSG00000279840
ENSG00000279841	ENSG00000279841
ENSG00000279845	ENSG00000279845
ENSG00000279846	ENSG00000279846
ENSG00000279848	ENSG00000279848
ENSG00000279851	ENSG00000279851
ENSG00000279853	ENSG00000279853
ENSG00000279856	ENSG00000279856
ENSG00000279858	ENSG00000279858
ENSG00000279859	ENSG00000279859
ENSG00000279860	ENSG00000279860
ENSG00000279861	ENSG00000279861
ENSG00000279862	ENSG00000279862
ENSG00000279863	ENSG00000279863
ENSG00000279865	ENSG00000279865
ENSG00000279872	ENSG00000279872
ENSG00000279878	ENSG00000279878
ENSG00000279879	ENSG00000279879
ENSG00000279880	ENSG00000279880
ENSG00000279881	ENSG00000279881
ENSG00000279882	ENSG00000279882
ENSG00000279884	ENSG00000279884
ENSG00000279885	ENSG00000279885
ENSG00000279887	ENSG00000279887
ENSG00000279889	ENSG00000279889
ENSG00000279894	ENSG00000279894
ENSG00000279900	ENSG00000279900
ENSG00000279901	ENSG00000279901
ENSG00000279905	ENSG00000279905
ENSG00000279907	ENSG00000279907
ENSG00000279908	ENSG00000279908
ENSG00000279910	ENSG00000279910
ENSG00000279912	ENSG00000279912
ENSG00000279913	ENSG00000279913
ENSG00000279914	ENSG00000279914
ENSG00000279917	ENSG00000279917
ENSG00000279923	ENSG00000279923
ENSG00000279924	ENSG00000279924
ENSG00000279925	ENSG00000279925
ENSG00000279926	ENSG00000279926
ENSG00000279927	ENSG00000279927
ENSG00000279929	ENSG00000279929
ENSG00000279932	ENSG00000279932
ENSG00000279933	ENSG00000279933
ENSG00000279935	ENSG00000279935
ENSG00000279936	ENSG00000279936
ENSG00000279939	ENSG00000279939
ENSG00000279942	ENSG00000279942
ENSG00000279945	ENSG00000279945
ENSG00000279946	ENSG00000279946
ENSG00000279948	ENSG00000279948
ENSG00000279951	ENSG00000279951
ENSG00000279953	ENSG00000279953
ENSG00000279956	ENSG00000279956
ENSG00000279957	ENSG00000279957
ENSG00000279958	ENSG00000279958
ENSG00000279960	ENSG00000279960
ENSG00000279962	ENSG00000279962
ENSG00000279964	ENSG00000279964
ENSG00000279966	ENSG00000279966
ENSG00000279967	ENSG00000279967
ENSG00000279970	ENSG00000279970
ENSG00000279971	ENSG00000279971
ENSG00000279977	ENSG00000279977
ENSG00000279981	ENSG00000279981
ENSG00000279982	ENSG00000279982
ENSG00000279985	ENSG00000279985
ENSG00000279987	ENSG00000279987
ENSG00000279989	ENSG00000279989
ENSG00000279991	ENSG00000279991
ENSG00000279993	ENSG00000279993
ENSG00000279995	ENSG00000279995
ENSG00000279996	ENSG00000279996
ENSG00000279997	ENSG00000279997
ENSG00000279998	ENSG00000279998
ENSG00000280000	ENSG00000280000
ENSG00000280002	ENSG00000280002
ENSG00000280003	ENSG00000280003
ENSG00000280004	ENSG00000280004
ENSG00000280007	ENSG00000280007
ENSG00000280009	ENSG00000280009
ENSG00000280010	ENSG00000280010
ENSG00000280011	ENSG00000280011
ENSG00000280014	ENSG00000280014
ENSG00000280015	ENSG00000280015
ENSG00000280017	ENSG00000280017
ENSG00000280018	ENSG00000280018
ENSG00000280019	ENSG00000280019
ENSG00000280020	ENSG00000280020
ENSG00000280022	ENSG00000280022
ENSG00000280023	ENSG00000280023
ENSG00000280024	ENSG00000280024
ENSG00000280025	ENSG00000280025
ENSG00000280027	ENSG00000280027
ENSG00000280033	ENSG00000280033
ENSG00000280035	ENSG00000280035
ENSG00000280036	ENSG00000280036
ENSG00000280037	ENSG00000280037
ENSG00000280040	ENSG00000280040
ENSG00000280043	ENSG00000280043
ENSG00000280046	ENSG00000280046
ENSG00000280047	ENSG00000280047
ENSG00000280048	ENSG00000280048
ENSG00000280053	ENSG00000280053
ENSG00000280054	ENSG00000280054
ENSG00000280057	ENSG00000280057
ENSG00000280058	ENSG00000280058
ENSG00000280059	ENSG00000280059
ENSG00000280060	ENSG00000280060
ENSG00000280061	ENSG00000280061
ENSG00000280063	ENSG00000280063
ENSG00000280064	ENSG00000280064
ENSG00000280067	ENSG00000280067
ENSG00000280068	ENSG00000280068
ENSG00000280069	ENSG00000280069
ENSG00000280070	ENSG00000280070
ENSG00000280077	ENSG00000280077
ENSG00000280078	ENSG00000280078
ENSG00000280079	ENSG00000280079
ENSG00000280083	ENSG00000280083
ENSG00000280086	ENSG00000280086
ENSG00000280087	ENSG00000280087
ENSG00000280088	ENSG00000280088
ENSG00000280091	ENSG00000280091
ENSG00000280092	ENSG00000280092
ENSG00000280096	ENSG00000280096
ENSG00000280099	ENSG00000280099
ENSG00000280103	ENSG00000280103
ENSG00000280105	ENSG00000280105
ENSG00000280106	ENSG00000280106
ENSG00000280107	ENSG00000280107
ENSG00000280108	ENSG00000280108
ENSG00000280110	ENSG00000280110
ENSG00000280113	ENSG00000280113
ENSG00000280114	ENSG00000280114
ENSG00000280115	ENSG00000280115
ENSG00000280117	ENSG00000280117
ENSG00000280118	ENSG00000280118
ENSG00000280119	ENSG00000280119
ENSG00000280120	ENSG00000280120
ENSG00000280121	ENSG00000280121
ENSG00000280122	ENSG00000280122
ENSG00000280124	ENSG00000280124
ENSG00000280128	ENSG00000280128
ENSG00000280129	ENSG00000280129
ENSG00000280131	ENSG00000280131
ENSG00000280132	ENSG00000280132
ENSG00000280134	ENSG00000280134
ENSG00000280135	ENSG00000280135
ENSG00000280136	ENSG00000280136
ENSG00000280137	ENSG00000280137
ENSG00000280138	ENSG00000280138
ENSG00000280142	ENSG00000280142
ENSG00000280143	ENSG00000280143
ENSG00000280145	ENSG00000280145
ENSG00000280147	ENSG00000280147
ENSG00000280148	ENSG00000280148
ENSG00000280149	ENSG00000280149
ENSG00000280152	ENSG00000280152
ENSG00000280153	ENSG00000280153
ENSG00000280154	ENSG00000280154
ENSG00000280157	ENSG00000280157
ENSG00000280159	ENSG00000280159
ENSG00000280160	ENSG00000280160
ENSG00000280161	ENSG00000280161
ENSG00000280162	ENSG00000280162
ENSG00000280163	ENSG00000280163
ENSG00000280164	ENSG00000280164
ENSG00000280166	ENSG00000280166
ENSG00000280168	ENSG00000280168
ENSG00000280169	ENSG00000280169
ENSG00000280171	ENSG00000280171
ENSG00000280173	ENSG00000280173
ENSG00000280176	ENSG00000280176
ENSG00000280177	ENSG00000280177
ENSG00000280180	ENSG00000280180
ENSG00000280181	ENSG00000280181
ENSG00000280182	ENSG00000280182
ENSG00000280183	ENSG00000280183
ENSG00000280184	ENSG00000280184
ENSG00000280186	ENSG00000280186
ENSG00000280187	ENSG00000280187
ENSG00000280189	ENSG00000280189
ENSG00000280190	ENSG00000280190
ENSG00000280193	ENSG00000280193
ENSG00000280194	ENSG00000280194
ENSG00000280195	ENSG00000280195
ENSG00000280198	ENSG00000280198
ENSG00000280200	ENSG00000280200
ENSG00000280202	ENSG00000280202
ENSG00000280205	ENSG00000280205
ENSG00000280206	ENSG00000280206
ENSG00000280207	ENSG00000280207
ENSG00000280211	ENSG00000280211
ENSG00000280212	ENSG00000280212
ENSG00000280214	ENSG00000280214
ENSG00000280215	ENSG00000280215
ENSG00000280216	ENSG00000280216
ENSG00000280217	ENSG00000280217
ENSG00000280219	ENSG00000280219
ENSG00000280222	ENSG00000280222
ENSG00000280223	ENSG00000280223
ENSG00000280224	ENSG00000280224
ENSG00000280225	ENSG00000280225
ENSG00000280227	ENSG00000280227
ENSG00000280228	ENSG00000280228
ENSG00000280231	ENSG00000280231
ENSG00000280232	ENSG00000280232
ENSG00000280233	ENSG00000280233
ENSG00000280234	ENSG00000280234
ENSG00000280239	ENSG00000280239
ENSG00000280241	ENSG00000280241
ENSG00000280242	ENSG00000280242
ENSG00000280244	ENSG00000280244
ENSG00000280247	ENSG00000280247
ENSG00000280248	ENSG00000280248
ENSG00000280249	ENSG00000280249
ENSG00000280254	ENSG00000280254
ENSG00000280255	ENSG00000280255
ENSG00000280257	ENSG00000280257
ENSG00000280262	ENSG00000280262
ENSG00000280265	ENSG00000280265
ENSG00000280269	ENSG00000280269
ENSG00000280270	ENSG00000280270
ENSG00000280273	ENSG00000280273
ENSG00000280274	ENSG00000280274
ENSG00000280275	ENSG00000280275
ENSG00000280277	ENSG00000280277
ENSG00000280280	ENSG00000280280
ENSG00000280281	ENSG00000280281
ENSG00000280283	ENSG00000280283
ENSG00000280285	ENSG00000280285
ENSG00000280287	ENSG00000280287
ENSG00000280288	ENSG00000280288
ENSG00000280291	ENSG00000280291
ENSG00000280294	ENSG00000280294
ENSG00000280295	ENSG00000280295
ENSG00000280296	ENSG00000280296
ENSG00000280300	ENSG00000280300
ENSG00000280302	ENSG00000280302
ENSG00000280304	ENSG00000280304
ENSG00000280305	ENSG00000280305
ENSG00000280306	ENSG00000280306
ENSG00000280309	ENSG00000280309
ENSG00000280310	ENSG00000280310
ENSG00000280317	ENSG00000280317
ENSG00000280319	ENSG00000280319
ENSG00000280320	ENSG00000280320
ENSG00000280321	ENSG00000280321
ENSG00000280323	ENSG00000280323
ENSG00000280325	ENSG00000280325
ENSG00000280326	ENSG00000280326
ENSG00000280327	ENSG00000280327
ENSG00000280332	ENSG00000280332
ENSG00000280333	ENSG00000280333
ENSG00000280334	ENSG00000280334
