	gene_symbol
ATP2B3	ATP2B3
ATP2B4	ATP2B4
ATP2C1	ATP2C1
ATP2C2	ATP2C2
ATP2C2-AS1	ATP2C2-AS1
ATP4A	ATP4A
ATP4B	ATP4B
ATP5F1A	ATP5F1A
ATP5F1B	ATP5F1B
ATP5F1C	ATP5F1C
ATP5F1D	ATP5F1D
ATP5F1E	ATP5F1E
ATP5IF1	ATP5IF1
ATP5MC1	ATP5MC1
ATP5MC2	ATP5MC2
ATP5MC3	ATP5MC3
ATP5MD	ATP5MD
ATP5ME	ATP5ME
ATP5MF	ATP5MF
ATP5MG	ATP5MG
ATP5MGL	ATP5MGL
ATP5MPL	ATP5MPL
ATP5PB	ATP5PB
ATP5PD	ATP5PD
ATP5PF	ATP5PF
ATP5PO	ATP5PO
ATP5S	ATP5S
ATP6AP1	ATP6AP1
ATP6AP1L	ATP6AP1L
ATP6AP2	ATP6AP2
ATP6V0A1	ATP6V0A1
ATP6V0A2	ATP6V0A2
ATP6V0A4	ATP6V0A4
ATP6V0B	ATP6V0B
ATP6V0C	ATP6V0C
ATP6V0D1	ATP6V0D1
ATP6V0D2	ATP6V0D2
ATP6V0E1	ATP6V0E1
ATP6V0E2	ATP6V0E2
ATP6V0E2-AS1	ATP6V0E2-AS1
ATP6V1A	ATP6V1A
ATP6V1B1	ATP6V1B1
ATP6V1B2	ATP6V1B2
ATP6V1C1	ATP6V1C1
ATP6V1C2	ATP6V1C2
ATP6V1D	ATP6V1D
ATP6V1E1	ATP6V1E1
ATP6V1E2	ATP6V1E2
ATP6V1F	ATP6V1F
ATP6V1FNB	ATP6V1FNB
ATP6V1G1	ATP6V1G1
ATP6V1G2	ATP6V1G2
ATP6V1G2-DDX39B	ATP6V1G2-DDX39B
ATP6V1G3	ATP6V1G3
ATP6V1H	ATP6V1H
ATP7A	ATP7A
ATP7B	ATP7B
ATP8A1	ATP8A1
ATP8A2	ATP8A2
ATP8B1	ATP8B1
ATP8B2	ATP8B2
ATP8B3	ATP8B3
ATP8B4	ATP8B4
ATP9A	ATP9A
ATP9B	ATP9B
ATPAF1	ATPAF1
ATPAF2	ATPAF2
ATPSCKMT	ATPSCKMT
ATR	ATR
ATRAID	ATRAID
ATRIP	ATRIP
ATRN	ATRN
ATRNL1	ATRNL1
ATRX	ATRX
ATXN1	ATXN1
ATXN10	ATXN10
ATXN1L	ATXN1L
ATXN2	ATXN2
ATXN2-AS	ATXN2-AS
ATXN2L	ATXN2L
ATXN3	ATXN3
ATXN3L	ATXN3L
ATXN7	ATXN7
ATXN7L1	ATXN7L1
ATXN7L2	ATXN7L2
ATXN7L3	ATXN7L3
ATXN7L3B	ATXN7L3B
ATXN8OS	ATXN8OS
AUH	AUH
AUNIP	AUNIP
AUP1	AUP1
AURKA	AURKA
AURKAIP1	AURKAIP1
AURKB	AURKB
AURKC	AURKC
AUTS2	AUTS2
AUXG01000058.1	AUXG01000058.1
AVEN	AVEN
AVIL	AVIL
AVL9	AVL9
AVP	AVP
AVPI1	AVPI1
AVPR1A	AVPR1A
AVPR1B	AVPR1B
AVPR2	AVPR2
AWAT1	AWAT1
AWAT2	AWAT2
AXDND1	AXDND1
AXIN1	AXIN1
AXIN2	AXIN2
AXL	AXL
AZGP1	AZGP1
AZI2	AZI2
AZIN1	AZIN1
AZIN1-AS1	AZIN1-AS1
AZIN2	AZIN2
AZU1	AZU1
B2M	B2M
B3GALNT1	B3GALNT1
B3GALNT2	B3GALNT2
B3GALT1	B3GALT1
B3GALT2	B3GALT2
B3GALT4	B3GALT4
B3GALT5	B3GALT5
B3GALT5-AS1	B3GALT5-AS1
B3GALT6	B3GALT6
B3GAT1	B3GAT1
B3GAT2	B3GAT2
B3GAT3	B3GAT3
B3GLCT	B3GLCT
B3GNT10	B3GNT10
B3GNT2	B3GNT2
B3GNT3	B3GNT3
B3GNT4	B3GNT4
B3GNT5	B3GNT5
B3GNT6	B3GNT6
B3GNT7	B3GNT7
B3GNT8	B3GNT8
B3GNT9	B3GNT9
B3GNTL1	B3GNTL1
B4GALNT1	B4GALNT1
B4GALNT2	B4GALNT2
B4GALNT3	B4GALNT3
B4GALNT4	B4GALNT4
B4GALT1	B4GALT1
B4GALT1-AS1	B4GALT1-AS1
B4GALT2	B4GALT2
B4GALT3	B4GALT3
B4GALT4	B4GALT4
B4GALT4-AS1	B4GALT4-AS1
B4GALT5	B4GALT5
B4GALT6	B4GALT6
B4GALT7	B4GALT7
B4GAT1	B4GAT1
B9D1	B9D1
B9D2	B9D2
BAALC	BAALC
BAALC-AS1	BAALC-AS1
BAALC-AS2	BAALC-AS2
BAAT	BAAT
BABAM1	BABAM1
BABAM2	BABAM2
BACE1	BACE1
BACE1-AS	BACE1-AS
BACE2	BACE2
BACE2-IT1	BACE2-IT1
BACH1	BACH1
BACH1-AS1	BACH1-AS1
BACH1-IT1	BACH1-IT1
BACH1-IT2	BACH1-IT2
BACH1-IT3	BACH1-IT3
BACH2	BACH2
BAD	BAD
BAG1	BAG1
BAG2	BAG2
BAG3	BAG3
BAG4	BAG4
BAG5	BAG5
BAG6	BAG6
BAHCC1	BAHCC1
BAHD1	BAHD1
BAIAP2	BAIAP2
BAIAP2-DT	BAIAP2-DT
BAIAP2L1	BAIAP2L1
BAIAP2L2	BAIAP2L2
BAIAP3	BAIAP3
BAK1	BAK1
BAMBI	BAMBI
BANCR	BANCR
BANF1	BANF1
BANF2	BANF2
BANK1	BANK1
BANP	BANP
BAP1	BAP1
BARD1	BARD1
BARHL1	BARHL1
BARHL2	BARHL2
BARX1	BARX1
BARX2	BARX2
BASP1	BASP1
BASP1-AS1	BASP1-AS1
BATF	BATF
BATF2	BATF2
BATF3	BATF3
BAX	BAX
BAZ1A	BAZ1A
BAZ1B	BAZ1B
BAZ2A	BAZ2A
BAZ2B	BAZ2B
BBC3	BBC3
BBIP1	BBIP1
BBOF1	BBOF1
BBOX1	BBOX1
BBOX1-AS1	BBOX1-AS1
BBS1	BBS1
BBS10	BBS10
BBS12	BBS12
BBS2	BBS2
BBS4	BBS4
BBS5	BBS5
BBS7	BBS7
BBS9	BBS9
BBX	BBX
BCAM	BCAM
BCAN	BCAN
BCAP29	BCAP29
BCAP31	BCAP31
BCAR1	BCAR1
BCAR3	BCAR3
BCAR4	BCAR4
BCAS1	BCAS1
BCAS2	BCAS2
BCAS3	BCAS3
BCAS4	BCAS4
BCAT1	BCAT1
BCAT2	BCAT2
BCCIP	BCCIP
BCDIN3D	BCDIN3D
BCDIN3D-AS1	BCDIN3D-AS1
BCHE	BCHE
BCKDHA	BCKDHA
BCKDHB	BCKDHB
BCKDK	BCKDK
BCL10	BCL10
BCL11A	BCL11A
BCL11B	BCL11B
BCL2	BCL2
BCL2A1	BCL2A1
BCL2L1	BCL2L1
BCL2L10	BCL2L10
BCL2L11	BCL2L11
BCL2L12	BCL2L12
BCL2L13	BCL2L13
BCL2L14	BCL2L14
BCL2L15	BCL2L15
BCL2L2	BCL2L2
BCL2L2-PABPN1	BCL2L2-PABPN1
BCL3	BCL3
BCL6	BCL6
BCL6B	BCL6B
BCL7A	BCL7A
BCL7B	BCL7B
BCL7C	BCL7C
BCL9	BCL9
BCL9L	BCL9L
BCLAF1	BCLAF1
BCLAF3	BCLAF3
BCO1	BCO1
BCO2	BCO2
BCOR	BCOR
BCORL1	BCORL1
BCR	BCR
BCS1L	BCS1L
BDH1	BDH1
BDH2	BDH2
BDKRB1	BDKRB1
BDKRB2	BDKRB2
BDNF	BDNF
BDNF-AS	BDNF-AS
BDP1	BDP1
BEAN1	BEAN1
BEAN1-AS1	BEAN1-AS1
BECN1	BECN1
BEGAIN	BEGAIN
BEND2	BEND2
BEND3	BEND3
BEND4	BEND4
BEND5	BEND5
BEND6	BEND6
BEND7	BEND7
BEST1	BEST1
BEST2	BEST2
BEST3	BEST3
BEST4	BEST4
BET1	BET1
BET1L	BET1L
BEX1	BEX1
BEX2	BEX2
BEX3	BEX3
BEX4	BEX4
BEX5	BEX5
BFAR	BFAR
BFSP1	BFSP1
BFSP2	BFSP2
BFSP2-AS1	BFSP2-AS1
BGLAP	BGLAP
BGLT3	BGLT3
BGN	BGN
BHLHA9	BHLHA9
BHLHB9	BHLHB9
BHLHE22	BHLHE22
BHLHE40	BHLHE40
BHLHE40-AS1	BHLHE40-AS1
BHLHE41	BHLHE41
BHMG1	BHMG1
BHMT	BHMT
BHMT2	BHMT2
BICC1	BICC1
BICD1	BICD1
BICD2	BICD2
BICDL1	BICDL1
BICDL2	BICDL2
BICRA	BICRA
BICRA-AS1	BICRA-AS1
BICRAL	BICRAL
BID	BID
BIK	BIK
BIN1	BIN1
BIN2	BIN2
BIN3	BIN3
BIRC2	BIRC2
BIRC3	BIRC3
BIRC5	BIRC5
BIRC6	BIRC6
BIRC6-AS1	BIRC6-AS1
BIRC7	BIRC7
BISPR	BISPR
BIVM	BIVM
BLACAT1	BLACAT1
BLACE	BLACE
BLCAP	BLCAP
BLID	BLID
BLK	BLK
BLM	BLM
BLMH	BLMH
BLNK	BLNK
BLOC1S1	BLOC1S1
BLOC1S2	BLOC1S2
BLOC1S3	BLOC1S3
BLOC1S4	BLOC1S4
BLOC1S5	BLOC1S5
BLOC1S5-TXNDC5	BLOC1S5-TXNDC5
BLOC1S6	BLOC1S6
BLVRA	BLVRA
BLVRB	BLVRB
BLZF1	BLZF1
BMERB1	BMERB1
BMF	BMF
BMF-AS1	BMF-AS1
BMI1	BMI1
BMP1	BMP1
BMP10	BMP10
BMP15	BMP15
BMP2	BMP2
BMP2K	BMP2K
BMP3	BMP3
BMP4	BMP4
BMP5	BMP5
BMP6	BMP6
BMP7	BMP7
BMP7-AS1	BMP7-AS1
BMP8A	BMP8A
BMP8B	BMP8B
BMP8B-AS1	BMP8B-AS1
BMPER	BMPER
BMPR1A	BMPR1A
BMPR1B	BMPR1B
BMPR1B-DT	BMPR1B-DT
BMPR2	BMPR2
BMS1	BMS1
BMS1P14	BMS1P14
BMT2	BMT2
BMX	BMX
BNC1	BNC1
BNC2	BNC2
BNC2-AS1	BNC2-AS1
BNIP1	BNIP1
BNIP2	BNIP2
BNIP3	BNIP3
BNIP3L	BNIP3L
BNIP5	BNIP5
BNIPL	BNIPL
BOC	BOC
BOD1	BOD1
BOD1L1	BOD1L1
BOK	BOK
BOK-AS1	BOK-AS1
BOLA1	BOLA1
BOLA2	BOLA2
BOLA2B	BOLA2B
BOLA3	BOLA3
BOLA3-AS1	BOLA3-AS1
BOLL	BOLL
BOP1	BOP1
BORA	BORA
BORCS5	BORCS5
BORCS6	BORCS6
BORCS7	BORCS7
BORCS7-ASMT	BORCS7-ASMT
BORCS8	BORCS8
BORCS8-MEF2B	BORCS8-MEF2B
BPGM	BPGM
BPHL	BPHL
BPI	BPI
BPIFA2	BPIFA2
BPIFA3	BPIFA3
BPIFB1	BPIFB1
BPIFB2	BPIFB2
BPIFB3	BPIFB3
BPIFB4	BPIFB4
BPIFB6	BPIFB6
BPIFC	BPIFC
BPNT1	BPNT1
BPTF	BPTF
BRAF	BRAF
BRAP	BRAP
BRAT1	BRAT1
BRCA1	BRCA1
BRCA2	BRCA2
BRCC3	BRCC3
BRD1	BRD1
BRD2	BRD2
BRD3	BRD3
BRD3OS	BRD3OS
BRD4	BRD4
BRD7	BRD7
BRD8	BRD8
BRD9	BRD9
BRDT	BRDT
BRF1	BRF1
BRF2	BRF2
BRI3	BRI3
BRI3BP	BRI3BP
BRICD5	BRICD5
BRINP1	BRINP1
BRINP2	BRINP2
BRINP3	BRINP3
BRIP1	BRIP1
BRIX1	BRIX1
BRK1	BRK1
BRMS1	BRMS1
BRMS1L	BRMS1L
BROX	BROX
BRPF1	BRPF1
BRPF3	BRPF3
BRS3	BRS3
BRSK1	BRSK1
BRSK2	BRSK2
BRWD1	BRWD1
BRWD1-AS1	BRWD1-AS1
BRWD1-AS2	BRWD1-AS2
BRWD1-IT1	BRWD1-IT1
BRWD3	BRWD3
BSCL2	BSCL2
BSDC1	BSDC1
BSG	BSG
BSN	BSN
BSN-AS1	BSN-AS1
BSN-DT	BSN-DT
BSND	BSND
BSPH1	BSPH1
BSPRY	BSPRY
BST1	BST1
BST2	BST2
BSX	BSX
BTAF1	BTAF1
BTBD1	BTBD1
BTBD10	BTBD10
BTBD11	BTBD11
BTBD16	BTBD16
BTBD17	BTBD17
BTBD18	BTBD18
BTBD19	BTBD19
BTBD2	BTBD2
BTBD3	BTBD3
BTBD6	BTBD6
BTBD7	BTBD7
BTBD8	BTBD8
BTBD9	BTBD9
BTBD9-AS1	BTBD9-AS1
BTC	BTC
BTD	BTD
BTF3	BTF3
BTF3L4	BTF3L4
BTG1	BTG1
BTG2	BTG2
BTG3	BTG3
BTG3-AS1	BTG3-AS1
BTG4	BTG4
BTK	BTK
BTLA	BTLA
BTN1A1	BTN1A1
BTN2A1	BTN2A1
BTN2A2	BTN2A2
BTN3A1	BTN3A1
BTN3A2	BTN3A2
BTN3A3	BTN3A3
BTNL2	BTNL2
BTNL3	BTNL3
BTNL8	BTNL8
BTNL9	BTNL9
BTRC	BTRC
BUB1	BUB1
BUB1B	BUB1B
BUB1B-PAK6	BUB1B-PAK6
BUB3	BUB3
BUD13	BUD13
BUD23	BUD23
BUD31	BUD31
BVES	BVES
BVES-AS1	BVES-AS1
BX004807.1	BX004807.1
BX004987.1	BX004987.1
BX005019.1	BX005019.1
BX005040.1	BX005040.1
BX005040.3	BX005040.3
BX005132.1	BX005132.1
BX005214.1	BX005214.1
BX005266.2	BX005266.2
BX072579.1	BX072579.1
BX072579.2	BX072579.2
BX088645.1	BX088645.1
BX088651.2	BX088651.2
BX088651.4	BX088651.4
BX088723.1	BX088723.1
BX248123.1	BX248123.1
BX248415.1	BX248415.1
BX255923.1	BX255923.1
BX255923.2	BX255923.2
BX255925.1	BX255925.1
BX255925.3	BX255925.3
BX276092.9	BX276092.9
BX284613.2	BX284613.2
BX284668.1	BX284668.1
BX284668.2	BX284668.2
BX284668.5	BX284668.5
BX284668.6	BX284668.6
BX293535.1	BX293535.1
BX322234.1	BX322234.1
BX322557.1	BX322557.1
BX322557.2	BX322557.2
BX322562.1	BX322562.1
BX323043.1	BX323043.1
BX323046.1	BX323046.1
BX323046.2	BX323046.2
BX324167.1	BX324167.1
BX324167.2	BX324167.2
BX470102.1	BX470102.1
BX470102.2	BX470102.2
BX470209.1	BX470209.1
BX470209.2	BX470209.2
BX537318.1	BX537318.1
BX539320.1	BX539320.1
BX546033.1	BX546033.1
BX546450.1	BX546450.1
BX546450.2	BX546450.2
BX547991.1	BX547991.1
BX571846.1	BX571846.1
BX640514.2	BX640514.2
BX640515.1	BX640515.1
BX649601.1	BX649601.1
BX649632.1	BX649632.1
BX664615.2	BX664615.2
BX664718.1	BX664718.1
BX664727.3	BX664727.3
BX664730.1	BX664730.1
BX842242.1	BX842242.1
BX842570.1	BX842570.1
BX890604.1	BX890604.1
BX890604.2	BX890604.2
BX927359.1	BX927359.1
BYSL	BYSL
BZW1	BZW1
BZW2	BZW2
C10orf105	C10orf105
C10orf113	C10orf113
C10orf120	C10orf120
C10orf142	C10orf142
C10orf143	C10orf143
C10orf25	C10orf25
C10orf53	C10orf53
C10orf55	C10orf55
C10orf62	C10orf62
C10orf67	C10orf67
C10orf71	C10orf71
C10orf82	C10orf82
C10orf88	C10orf88
C10orf90	C10orf90
C10orf91	C10orf91
C10orf95	C10orf95
C10orf99	C10orf99
C11orf1	C11orf1
C11orf16	C11orf16
C11orf21	C11orf21
C11orf24	C11orf24
C11orf40	C11orf40
C11orf42	C11orf42
C11orf44	C11orf44
C11orf45	C11orf45
C11orf49	C11orf49
C11orf52	C11orf52
C11orf53	C11orf53
C11orf54	C11orf54
C11orf58	C11orf58
C11orf65	C11orf65
C11orf68	C11orf68
C11orf71	C11orf71
C11orf72	C11orf72
C11orf74	C11orf74
C11orf80	C11orf80
C11orf86	C11orf86
C11orf87	C11orf87
C11orf88	C11orf88
C11orf91	C11orf91
C11orf94	C11orf94
C11orf95	C11orf95
C11orf96	C11orf96
C11orf97	C11orf97
C11orf98	C11orf98
C12orf10	C12orf10
C12orf29	C12orf29
C12orf4	C12orf4
C12orf40	C12orf40
C12orf42	C12orf42
C12orf43	C12orf43
C12orf45	C12orf45
C12orf49	C12orf49
C12orf50	C12orf50
C12orf54	C12orf54
C12orf56	C12orf56
C12orf57	C12orf57
C12orf60	C12orf60
C12orf65	C12orf65
C12orf66	C12orf66
C12orf71	C12orf71
C12orf73	C12orf73
C12orf74	C12orf74
C12orf75	C12orf75
C12orf76	C12orf76
C12orf77	C12orf77
C12orf80	C12orf80
C12orf81	C12orf81
C13orf42	C13orf42
C13orf46	C13orf46
C14orf119	C14orf119
C14orf132	C14orf132
C14orf177	C14orf177
C14orf178	C14orf178
C14orf180	C14orf180
C14orf28	C14orf28
C14orf39	C14orf39
C14orf93	C14orf93
C15orf32	C15orf32
C15orf38-AP3S2	C15orf38-AP3S2
C15orf39	C15orf39
C15orf40	C15orf40
C15orf41	C15orf41
C15orf48	C15orf48
C15orf53	C15orf53
C15orf54	C15orf54
C15orf56	C15orf56
C15orf59	C15orf59
C15orf59-AS1	C15orf59-AS1
C15orf61	C15orf61
C15orf62	C15orf62
C15orf65	C15orf65
C16orf45	C16orf45
C16orf46	C16orf46
C16orf54	C16orf54
C16orf58	C16orf58
C16orf70	C16orf70
C16orf71	C16orf71
C16orf72	C16orf72
C16orf74	C16orf74
C16orf78	C16orf78
C16orf86	C16orf86
C16orf87	C16orf87
C16orf89	C16orf89
C16orf90	C16orf90
C16orf91	C16orf91
C16orf92	C16orf92
C16orf95	C16orf95
C16orf96	C16orf96
C16orf97	C16orf97
C17orf100	C17orf100
C17orf102	C17orf102
C17orf107	C17orf107
C17orf113	C17orf113
C17orf47	C17orf47
C17orf49	C17orf49
C17orf50	C17orf50
C17orf51	C17orf51
C17orf53	C17orf53
C17orf58	C17orf58
C17orf64	C17orf64
C17orf67	C17orf67
C17orf75	C17orf75
C17orf77	C17orf77
C17orf78	C17orf78
C17orf80	C17orf80
C17orf82	C17orf82
C17orf97	C17orf97
C17orf98	C17orf98
C17orf99	C17orf99
C18orf21	C18orf21
C18orf25	C18orf25
C18orf32	C18orf32
C18orf54	C18orf54
C18orf63	C18orf63
C18orf65	C18orf65
C19orf12	C19orf12
C19orf18	C19orf18
C19orf24	C19orf24
C19orf25	C19orf25
C19orf33	C19orf33
C19orf38	C19orf38
C19orf44	C19orf44
C19orf47	C19orf47
C19orf48	C19orf48
C19orf53	C19orf53
C19orf54	C19orf54
C19orf57	C19orf57
C19orf66	C19orf66
C19orf67	C19orf67
C19orf70	C19orf70
C19orf71	C19orf71
C19orf73	C19orf73
C19orf81	C19orf81
C19orf84	C19orf84
C1D	C1D
C1GALT1	C1GALT1
C1GALT1C1	C1GALT1C1
C1GALT1C1L	C1GALT1C1L
C1QA	C1QA
C1QB	C1QB
C1QBP	C1QBP
C1QC	C1QC
C1QL1	C1QL1
C1QL2	C1QL2
C1QL3	C1QL3
C1QL4	C1QL4
C1QTNF1	C1QTNF1
C1QTNF1-AS1	C1QTNF1-AS1
C1QTNF12	C1QTNF12
C1QTNF2	C1QTNF2
C1QTNF3	C1QTNF3
C1QTNF3-AMACR	C1QTNF3-AMACR
C1QTNF4	C1QTNF4
C1QTNF6	C1QTNF6
C1QTNF7	C1QTNF7
C1QTNF8	C1QTNF8
C1QTNF9	C1QTNF9
C1QTNF9-AS1	C1QTNF9-AS1
C1QTNF9B	C1QTNF9B
C1R	C1R
C1RL	C1RL
C1RL-AS1	C1RL-AS1
C1S	C1S
C1orf100	C1orf100
C1orf105	C1orf105
C1orf109	C1orf109
C1orf112	C1orf112
C1orf115	C1orf115
C1orf116	C1orf116
C1orf122	C1orf122
C1orf123	C1orf123
C1orf127	C1orf127
C1orf131	C1orf131
C1orf137	C1orf137
C1orf141	C1orf141
C1orf143	C1orf143
C1orf146	C1orf146
C1orf147	C1orf147
C1orf158	C1orf158
C1orf159	C1orf159
C1orf162	C1orf162
C1orf167	C1orf167
C1orf174	C1orf174
C1orf185	C1orf185
C1orf189	C1orf189
C1orf194	C1orf194
C1orf195	C1orf195
C1orf198	C1orf198
C1orf21	C1orf21
C1orf210	C1orf210
C1orf216	C1orf216
C1orf220	C1orf220
C1orf226	C1orf226
C1orf229	C1orf229
C1orf232	C1orf232
C1orf35	C1orf35
C1orf43	C1orf43
C1orf50	C1orf50
C1orf52	C1orf52
C1orf53	C1orf53
C1orf54	C1orf54
C1orf56	C1orf56
C1orf61	C1orf61
C1orf74	C1orf74
C1orf87	C1orf87
C1orf94	C1orf94
C2	C2
C2-AS1	C2-AS1
C20orf144	C20orf144
C20orf173	C20orf173
C20orf187	C20orf187
C20orf194	C20orf194
C20orf197	C20orf197
C20orf202	C20orf202
C20orf203	C20orf203
C20orf204	C20orf204
C20orf27	C20orf27
C20orf78	C20orf78
C20orf85	C20orf85
C20orf96	C20orf96
C21orf2	C21orf2
C21orf58	C21orf58
C21orf62	C21orf62
C21orf62-AS1	C21orf62-AS1
C21orf91	C21orf91
C21orf91-OT1	C21orf91-OT1
C22orf15	C22orf15
C22orf23	C22orf23
C22orf24	C22orf24
C22orf31	C22orf31
C22orf34	C22orf34
C22orf39	C22orf39
C22orf42	C22orf42
C22orf46	C22orf46
C2CD2	C2CD2
C2CD2L	C2CD2L
C2CD3	C2CD3
C2CD4A	C2CD4A
C2CD4B	C2CD4B
C2CD4C	C2CD4C
C2CD4D	C2CD4D
C2CD4D-AS1	C2CD4D-AS1
C2CD5	C2CD5
C2CD6	C2CD6
C2orf15	C2orf15
C2orf16	C2orf16
C2orf27A	C2orf27A
C2orf27B	C2orf27B
C2orf40	C2orf40
C2orf42	C2orf42
C2orf48	C2orf48
C2orf49	C2orf49
C2orf50	C2orf50
C2orf54	C2orf54
C2orf66	C2orf66
C2orf68	C2orf68
C2orf69	C2orf69
C2orf70	C2orf70
C2orf71	C2orf71
C2orf72	C2orf72
C2orf73	C2orf73
C2orf74	C2orf74
C2orf76	C2orf76
C2orf78	C2orf78
C2orf80	C2orf80
C2orf81	C2orf81
C2orf83	C2orf83
C2orf88	C2orf88
C2orf91	C2orf91
C2orf92	C2orf92
C3	C3
C3AR1	C3AR1
C3orf14	C3orf14
C3orf18	C3orf18
C3orf20	C3orf20
C3orf22	C3orf22
C3orf33	C3orf33
C3orf35	C3orf35
C3orf38	C3orf38
C3orf49	C3orf49
C3orf52	C3orf52
C3orf58	C3orf58
C3orf62	C3orf62
C3orf67	C3orf67
C3orf67-AS1	C3orf67-AS1
C3orf70	C3orf70
C3orf79	C3orf79
C3orf80	C3orf80
C3orf84	C3orf84
C3orf85	C3orf85
C4A	C4A
C4B	C4B
C4BPA	C4BPA
C4BPB	C4BPB
C4orf17	C4orf17
C4orf19	C4orf19
C4orf3	C4orf3
C4orf33	C4orf33
C4orf36	C4orf36
C4orf45	C4orf45
C4orf46	C4orf46
C4orf47	C4orf47
C4orf48	C4orf48
C4orf50	C4orf50
C4orf51	C4orf51
C4orf54	C4orf54
C5	C5
C5AR1	C5AR1
C5AR2	C5AR2
C5orf15	C5orf15
C5orf17	C5orf17
C5orf22	C5orf22
C5orf24	C5orf24
C5orf30	C5orf30
C5orf34	C5orf34
C5orf38	C5orf38
C5orf46	C5orf46
C5orf47	C5orf47
C5orf49	C5orf49
C5orf51	C5orf51
C5orf52	C5orf52
C5orf56	C5orf56
C5orf58	C5orf58
C5orf60	C5orf60
C5orf63	C5orf63
C5orf64	C5orf64
C5orf64-AS1	C5orf64-AS1
C5orf66	C5orf66
C5orf66-AS2	C5orf66-AS2
C5orf67	C5orf67
C6	C6
C6orf10	C6orf10
C6orf106	C6orf106
C6orf118	C6orf118
C6orf120	C6orf120
C6orf132	C6orf132
C6orf136	C6orf136
C6orf141	C6orf141
C6orf163	C6orf163
C6orf201	C6orf201
C6orf203	C6orf203
C6orf222	C6orf222
C6orf223	C6orf223
C6orf226	C6orf226
C6orf47	C6orf47
C6orf47-AS1	C6orf47-AS1
C6orf48	C6orf48
C6orf52	C6orf52
C6orf58	C6orf58
C6orf62	C6orf62
C6orf89	C6orf89
C6orf99	C6orf99
C7	C7
C7orf25	C7orf25
C7orf26	C7orf26
C7orf31	C7orf31
C7orf33	C7orf33
C7orf43	C7orf43
C7orf50	C7orf50
C7orf57	C7orf57
C7orf61	C7orf61
C7orf65	C7orf65
C7orf66	C7orf66
C7orf69	C7orf69
C7orf71	C7orf71
C7orf77	C7orf77
C8A	C8A
C8B	C8B
C8G	C8G
C8orf31	C8orf31
C8orf33	C8orf33
C8orf34	C8orf34
C8orf34-AS1	C8orf34-AS1
C8orf37	C8orf37
C8orf37-AS1	C8orf37-AS1
C8orf48	C8orf48
C8orf49	C8orf49
C8orf58	C8orf58
C8orf59	C8orf59
C8orf74	C8orf74
C8orf76	C8orf76
C8orf82	C8orf82
C8orf86	C8orf86
C8orf87	C8orf87
C8orf88	C8orf88
C8orf89	C8orf89
C9	C9
C9orf106	C9orf106
C9orf116	C9orf116
C9orf129	C9orf129
C9orf131	C9orf131
C9orf135	C9orf135
C9orf135-DT	C9orf135-DT
C9orf139	C9orf139
C9orf147	C9orf147
C9orf152	C9orf152
C9orf153	C9orf153
C9orf16	C9orf16
C9orf163	C9orf163
C9orf170	C9orf170
C9orf24	C9orf24
C9orf3	C9orf3
C9orf40	C9orf40
C9orf41-AS1	C9orf41-AS1
C9orf43	C9orf43
C9orf50	C9orf50
C9orf57	C9orf57
C9orf62	C9orf62
C9orf64	C9orf64
C9orf66	C9orf66
C9orf72	C9orf72
C9orf78	C9orf78
C9orf84	C9orf84
C9orf85	C9orf85
C9orf92	C9orf92
CA1	CA1
CA10	CA10
CA11	CA11
CA12	CA12
CA13	CA13
CA14	CA14
CA2	CA2
CA3	CA3
CA3-AS1	CA3-AS1
CA4	CA4
CA5A	CA5A
CA5B	CA5B
CA6	CA6
CA7	CA7
CA8	CA8
CA9	CA9
CAAP1	CAAP1
CAB39	CAB39
CAB39L	CAB39L
CABCOCO1	CABCOCO1
CABIN1	CABIN1
CABLES1	CABLES1
CABLES2	CABLES2
CABP1	CABP1
CABP2	CABP2
CABP4	CABP4
CABP5	CABP5
CABP7	CABP7
CABYR	CABYR
CACFD1	CACFD1
CACHD1	CACHD1
CACNA1A	CACNA1A
CACNA1B	CACNA1B
CACNA1C	CACNA1C
CACNA1C-AS1	CACNA1C-AS1
CACNA1C-AS2	CACNA1C-AS2
CACNA1C-AS3	CACNA1C-AS3
CACNA1C-AS4	CACNA1C-AS4
CACNA1C-IT1	CACNA1C-IT1
CACNA1C-IT2	CACNA1C-IT2
CACNA1C-IT3	CACNA1C-IT3
CACNA1D	CACNA1D
CACNA1E	CACNA1E
CACNA1F	CACNA1F
CACNA1G	CACNA1G
CACNA1G-AS1	CACNA1G-AS1
CACNA1H	CACNA1H
CACNA1I	CACNA1I
CACNA1S	CACNA1S
CACNA2D1	CACNA2D1
CACNA2D2	CACNA2D2
CACNA2D3	CACNA2D3
CACNA2D3-AS1	CACNA2D3-AS1
CACNA2D4	CACNA2D4
CACNB1	CACNB1
CACNB2	CACNB2
CACNB3	CACNB3
CACNB4	CACNB4
CACNG1	CACNG1
CACNG2	CACNG2
CACNG3	CACNG3
CACNG4	CACNG4
CACNG5	CACNG5
CACNG6	CACNG6
CACNG7	CACNG7
CACNG8	CACNG8
CACTIN	CACTIN
CACTIN-AS1	CACTIN-AS1
CACUL1	CACUL1
CACYBP	CACYBP
CAD	CAD
CADM1	CADM1
CADM2	CADM2
CADM2-AS1	CADM2-AS1
CADM2-AS2	CADM2-AS2
CADM3	CADM3
CADM3-AS1	CADM3-AS1
CADM4	CADM4
CADPS	CADPS
CADPS2	CADPS2
