	gene_symbol
AC084740.1	AC084740.1
AC084741.1	AC084741.1
AC084756.1	AC084756.1
AC084757.2	AC084757.2
AC084757.3	AC084757.3
AC084757.4	AC084757.4
AC084759.2	AC084759.2
AC084768.1	AC084768.1
AC084781.1	AC084781.1
AC084782.1	AC084782.1
AC084782.2	AC084782.2
AC084782.3	AC084782.3
AC084809.1	AC084809.1
AC084809.2	AC084809.2
AC084816.1	AC084816.1
AC084824.3	AC084824.3
AC084824.4	AC084824.4
AC084824.5	AC084824.5
AC084834.1	AC084834.1
AC084838.1	AC084838.1
AC084855.1	AC084855.1
AC084855.2	AC084855.2
AC084859.1	AC084859.1
AC084864.1	AC084864.1
AC084864.2	AC084864.2
AC084866.1	AC084866.1
AC084866.2	AC084866.2
AC084871.1	AC084871.1
AC084871.2	AC084871.2
AC084871.3	AC084871.3
AC084876.1	AC084876.1
AC084880.2	AC084880.2
AC084880.3	AC084880.3
AC084880.4	AC084880.4
AC084882.1	AC084882.1
AC087045.2	AC087045.2
AC087071.1	AC087071.1
AC087071.2	AC087071.2
AC087164.1	AC087164.1
AC087175.1	AC087175.1
AC087190.1	AC087190.1
AC087190.2	AC087190.2
AC087203.3	AC087203.3
AC087222.1	AC087222.1
AC087235.1	AC087235.1
AC087235.2	AC087235.2
AC087239.1	AC087239.1
AC087241.1	AC087241.1
AC087241.2	AC087241.2
AC087241.3	AC087241.3
AC087242.1	AC087242.1
AC087257.1	AC087257.1
AC087258.1	AC087258.1
AC087260.1	AC087260.1
AC087269.1	AC087269.1
AC087269.3	AC087269.3
AC087273.1	AC087273.1
AC087273.2	AC087273.2
AC087276.1	AC087276.1
AC087276.2	AC087276.2
AC087276.3	AC087276.3
AC087277.1	AC087277.1
AC087280.2	AC087280.2
AC087284.1	AC087284.1
AC087286.1	AC087286.1
AC087286.2	AC087286.2
AC087286.3	AC087286.3
AC087286.4	AC087286.4
AC087289.1	AC087289.1
AC087289.2	AC087289.2
AC087289.3	AC087289.3
AC087289.4	AC087289.4
AC087289.5	AC087289.5
AC087292.1	AC087292.1
AC087294.1	AC087294.1
AC087301.1	AC087301.1
AC087321.1	AC087321.1
AC087341.1	AC087341.1
AC087354.1	AC087354.1
AC087362.1	AC087362.1
AC087362.2	AC087362.2
AC087379.1	AC087379.1
AC087379.2	AC087379.2
AC087386.1	AC087386.1
AC087392.1	AC087392.1
AC087392.2	AC087392.2
AC087392.3	AC087392.3
AC087392.4	AC087392.4
AC087392.5	AC087392.5
AC087393.2	AC087393.2
AC087427.1	AC087427.1
AC087428.1	AC087428.1
AC087430.1	AC087430.1
AC087439.1	AC087439.1
AC087439.2	AC087439.2
AC087442.1	AC087442.1
AC087457.1	AC087457.1
AC087463.1	AC087463.1
AC087463.2	AC087463.2
AC087463.3	AC087463.3
AC087463.4	AC087463.4
AC087468.2	AC087468.2
AC087473.1	AC087473.1
AC087477.2	AC087477.2
AC087477.3	AC087477.3
AC087477.5	AC087477.5
AC087482.1	AC087482.1
AC087490.1	AC087490.1
AC087491.1	AC087491.1
AC087498.1	AC087498.1
AC087500.1	AC087500.1
AC087500.2	AC087500.2
AC087501.1	AC087501.1
AC087501.2	AC087501.2
AC087501.3	AC087501.3
AC087501.4	AC087501.4
AC087516.1	AC087516.1
AC087516.2	AC087516.2
AC087518.1	AC087518.1
AC087521.1	AC087521.1
AC087521.2	AC087521.2
AC087521.3	AC087521.3
AC087521.4	AC087521.4
AC087533.1	AC087533.1
AC087564.1	AC087564.1
AC087565.1	AC087565.1
AC087565.2	AC087565.2
AC087588.2	AC087588.2
AC087588.3	AC087588.3
AC087591.1	AC087591.1
AC087612.1	AC087612.1
AC087620.1	AC087620.1
AC087623.1	AC087623.1
AC087623.2	AC087623.2
AC087623.3	AC087623.3
AC087623.4	AC087623.4
AC087627.1	AC087627.1
AC087632.1	AC087632.1
AC087633.1	AC087633.1
AC087636.1	AC087636.1
AC087639.2	AC087639.2
AC087645.2	AC087645.2
AC087645.4	AC087645.4
AC087664.1	AC087664.1
AC087664.2	AC087664.2
AC087672.1	AC087672.1
AC087672.2	AC087672.2
AC087683.2	AC087683.2
AC087721.1	AC087721.1
AC087741.1	AC087741.1
AC087741.2	AC087741.2
AC087742.1	AC087742.1
AC087749.1	AC087749.1
AC087749.2	AC087749.2
AC087752.3	AC087752.3
AC087752.4	AC087752.4
AC087761.1	AC087761.1
AC087762.1	AC087762.1
AC087783.1	AC087783.1
AC087854.1	AC087854.1
AC087855.1	AC087855.1
AC087855.2	AC087855.2
AC087857.1	AC087857.1
AC087863.1	AC087863.1
AC087863.2	AC087863.2
AC087883.2	AC087883.2
AC087885.1	AC087885.1
AC087893.2	AC087893.2
AC087894.2	AC087894.2
AC087897.2	AC087897.2
AC089983.1	AC089983.1
AC089983.2	AC089983.2
AC089984.1	AC089984.1
AC089985.1	AC089985.1
AC089987.2	AC089987.2
AC089998.1	AC089998.1
AC089998.4	AC089998.4
AC089999.1	AC089999.1
AC089999.2	AC089999.2
AC090001.1	AC090001.1
AC090004.1	AC090004.1
AC090004.2	AC090004.2
AC090015.1	AC090015.1
AC090018.2	AC090018.2
AC090023.2	AC090023.2
AC090044.1	AC090044.1
AC090061.1	AC090061.1
AC090092.1	AC090092.1
AC090099.1	AC090099.1
AC090099.4	AC090099.4
AC090103.1	AC090103.1
AC090109.1	AC090109.1
AC090114.2	AC090114.2
AC090115.1	AC090115.1
AC090116.1	AC090116.1
AC090124.1	AC090124.1
AC090124.2	AC090124.2
AC090125.1	AC090125.1
AC090125.2	AC090125.2
AC090136.3	AC090136.3
AC090138.1	AC090138.1
AC090150.1	AC090150.1
AC090150.2	AC090150.2
AC090152.1	AC090152.1
AC090155.1	AC090155.1
AC090155.2	AC090155.2
AC090159.1	AC090159.1
AC090164.2	AC090164.2
AC090164.3	AC090164.3
AC090164.4	AC090164.4
AC090164.5	AC090164.5
AC090181.1	AC090181.1
AC090181.2	AC090181.2
AC090186.1	AC090186.1
AC090192.2	AC090192.2
AC090193.1	AC090193.1
AC090193.2	AC090193.2
AC090197.1	AC090197.1
AC090198.1	AC090198.1
AC090200.1	AC090200.1
AC090204.1	AC090204.1
AC090206.1	AC090206.1
AC090213.1	AC090213.1
AC090220.1	AC090220.1
AC090227.1	AC090227.1
AC090229.1	AC090229.1
AC090236.1	AC090236.1
AC090236.2	AC090236.2
AC090241.2	AC090241.2
AC090241.3	AC090241.3
AC090246.1	AC090246.1
AC090260.1	AC090260.1
AC090282.1	AC090282.1
AC090283.1	AC090283.1
AC090286.1	AC090286.1
AC090337.1	AC090337.1
AC090337.2	AC090337.2
AC090338.1	AC090338.1
AC090348.1	AC090348.1
AC090358.1	AC090358.1
AC090360.1	AC090360.1
AC090365.1	AC090365.1
AC090371.2	AC090371.2
AC090376.1	AC090376.1
AC090377.1	AC090377.1
AC090386.1	AC090386.1
AC090398.1	AC090398.1
AC090398.2	AC090398.2
AC090403.1	AC090403.1
AC090409.1	AC090409.1
AC090409.2	AC090409.2
AC090415.2	AC090415.2
AC090425.1	AC090425.1
AC090425.2	AC090425.2
AC090425.3	AC090425.3
AC090457.1	AC090457.1
AC090458.1	AC090458.1
AC090469.1	AC090469.1
AC090502.1	AC090502.1
AC090502.2	AC090502.2
AC090503.1	AC090503.1
AC090503.2	AC090503.2
AC090505.2	AC090505.2
AC090510.1	AC090510.1
AC090510.2	AC090510.2
AC090510.3	AC090510.3
AC090510.4	AC090510.4
AC090515.2	AC090515.2
AC090515.4	AC090515.4
AC090515.5	AC090515.5
AC090515.6	AC090515.6
AC090517.2	AC090517.2
AC090517.4	AC090517.4
AC090517.5	AC090517.5
AC090518.1	AC090518.1
AC090519.2	AC090519.2
AC090527.1	AC090527.1
AC090527.2	AC090527.2
AC090527.3	AC090527.3
AC090531.1	AC090531.1
AC090539.1	AC090539.1
AC090541.1	AC090541.1
AC090559.1	AC090559.1
AC090559.2	AC090559.2
AC090568.2	AC090568.2
AC090572.2	AC090572.2
AC090572.3	AC090572.3
AC090577.1	AC090577.1
AC090578.1	AC090578.1
AC090578.2	AC090578.2
AC090578.3	AC090578.3
AC090579.1	AC090579.1
AC090587.1	AC090587.1
AC090587.2	AC090587.2
AC090589.2	AC090589.2
AC090589.3	AC090589.3
AC090592.1	AC090592.1
AC090607.1	AC090607.1
AC090607.3	AC090607.3
AC090607.4	AC090607.4
AC090607.5	AC090607.5
AC090617.1	AC090617.1
AC090617.10	AC090617.10
AC090617.2	AC090617.2
AC090617.3	AC090617.3
AC090617.4	AC090617.4
AC090617.5	AC090617.5
AC090618.1	AC090618.1
AC090621.1	AC090621.1
AC090625.2	AC090625.2
AC090627.1	AC090627.1
AC090629.1	AC090629.1
AC090630.1	AC090630.1
AC090644.1	AC090644.1
AC090651.1	AC090651.1
AC090673.1	AC090673.1
AC090673.2	AC090673.2
AC090679.1	AC090679.1
AC090679.2	AC090679.2
AC090680.1	AC090680.1
AC090692.1	AC090692.1
AC090692.2	AC090692.2
AC090692.3	AC090692.3
AC090707.1	AC090707.1
AC090709.1	AC090709.1
AC090735.1	AC090735.1
AC090739.1	AC090739.1
AC090753.1	AC090753.1
AC090771.2	AC090771.2
AC090772.1	AC090772.1
AC090772.2	AC090772.2
AC090772.3	AC090772.3
AC090774.2	AC090774.2
AC090774.3	AC090774.3
AC090791.1	AC090791.1
AC090796.1	AC090796.1
AC090802.1	AC090802.1
AC090809.1	AC090809.1
AC090812.1	AC090812.1
AC090820.2	AC090820.2
AC090825.1	AC090825.1
AC090826.1	AC090826.1
AC090826.3	AC090826.3
AC090833.1	AC090833.1
AC090844.2	AC090844.2
AC090844.3	AC090844.3
AC090857.2	AC090857.2
AC090877.2	AC090877.2
AC090907.1	AC090907.1
AC090907.2	AC090907.2
AC090907.3	AC090907.3
AC090912.1	AC090912.1
AC090912.3	AC090912.3
AC090921.1	AC090921.1
AC090922.1	AC090922.1
AC090936.1	AC090936.1
AC090945.1	AC090945.1
AC090946.1	AC090946.1
AC090948.1	AC090948.1
AC090948.2	AC090948.2
AC090948.3	AC090948.3
AC090948.4	AC090948.4
AC090952.1	AC090952.1
AC090952.2	AC090952.2
AC090953.2	AC090953.2
AC090970.1	AC090970.1
AC090970.2	AC090970.2
AC090971.1	AC090971.1
AC090971.2	AC090971.2
AC090971.5	AC090971.5
AC090983.1	AC090983.1
AC090987.1	AC090987.1
AC090993.1	AC090993.1
AC090994.1	AC090994.1
AC091010.1	AC091010.1
AC091013.1	AC091013.1
AC091027.2	AC091027.2
AC091043.1	AC091043.1
AC091045.1	AC091045.1
AC091047.1	AC091047.1
AC091053.1	AC091053.1
AC091053.2	AC091053.2
AC091057.2	AC091057.2
AC091057.3	AC091057.3
AC091057.6	AC091057.6
AC091059.1	AC091059.1
AC091062.1	AC091062.1
AC091073.1	AC091073.1
AC091074.2	AC091074.2
AC091074.3	AC091074.3
AC091078.1	AC091078.1
AC091078.2	AC091078.2
AC091078.3	AC091078.3
AC091096.1	AC091096.1
AC091096.2	AC091096.2
AC091100.1	AC091100.1
AC091114.1	AC091114.1
AC091117.2	AC091117.2
AC091132.1	AC091132.1
AC091132.2	AC091132.2
AC091132.4	AC091132.4
AC091132.5	AC091132.5
AC091133.1	AC091133.1
AC091133.3	AC091133.3
AC091133.4	AC091133.4
AC091138.1	AC091138.1
AC091151.1	AC091151.1
AC091151.5	AC091151.5
AC091152.2	AC091152.2
AC091153.2	AC091153.2
AC091153.3	AC091153.3
AC091153.4	AC091153.4
AC091163.1	AC091163.1
AC091163.2	AC091163.2
AC091167.5	AC091167.5
AC091167.6	AC091167.6
AC091167.7	AC091167.7
AC091173.1	AC091173.1
AC091178.2	AC091178.2
AC091180.2	AC091180.2
AC091180.3	AC091180.3
AC091180.4	AC091180.4
AC091180.5	AC091180.5
AC091181.2	AC091181.2
AC091182.1	AC091182.1
AC091182.2	AC091182.2
AC091185.1	AC091185.1
AC091196.1	AC091196.1
AC091198.1	AC091198.1
AC091212.1	AC091212.1
AC091214.1	AC091214.1
AC091231.1	AC091231.1
AC091271.1	AC091271.1
AC091435.2	AC091435.2
AC091488.1	AC091488.1
AC091489.1	AC091489.1
AC091493.1	AC091493.1
AC091534.1	AC091534.1
AC091544.2	AC091544.2
AC091544.4	AC091544.4
AC091544.5	AC091544.5
AC091551.1	AC091551.1
AC091563.1	AC091563.1
AC091564.2	AC091564.2
AC091564.4	AC091564.4
AC091564.5	AC091564.5
AC091564.6	AC091564.6
AC091576.1	AC091576.1
AC091588.2	AC091588.2
AC091588.3	AC091588.3
AC091607.2	AC091607.2
AC091614.1	AC091614.1
AC091646.1	AC091646.1
AC091685.1	AC091685.1
AC091691.2	AC091691.2
AC091691.3	AC091691.3
AC091705.1	AC091705.1
AC091729.1	AC091729.1
AC091729.2	AC091729.2
AC091729.3	AC091729.3
AC091730.1	AC091730.1
AC091736.1	AC091736.1
AC091769.2	AC091769.2
AC091806.1	AC091806.1
AC091808.1	AC091808.1
AC091814.1	AC091814.1
AC091819.1	AC091819.1
AC091819.2	AC091819.2
AC091820.1	AC091820.1
AC091820.2	AC091820.2
AC091826.2	AC091826.2
AC091838.1	AC091838.1
AC091849.2	AC091849.2
AC091868.2	AC091868.2
AC091885.2	AC091885.2
AC091887.1	AC091887.1
AC091889.1	AC091889.1
AC091891.2	AC091891.2
AC091893.2	AC091893.2
AC091906.1	AC091906.1
AC091912.3	AC091912.3
AC091917.1	AC091917.1
AC091917.2	AC091917.2
AC091917.3	AC091917.3
AC091932.1	AC091932.1
AC091938.1	AC091938.1
AC091939.1	AC091939.1
AC091944.1	AC091944.1
AC091946.1	AC091946.1
AC091946.2	AC091946.2
AC091948.1	AC091948.1
AC091951.4	AC091951.4
AC091953.1	AC091953.1
AC091959.3	AC091959.3
AC091962.1	AC091962.1
AC091965.1	AC091965.1
AC091965.4	AC091965.4
AC091973.1	AC091973.1
AC091978.1	AC091978.1
AC091979.1	AC091979.1
AC091982.1	AC091982.1
AC091982.3	AC091982.3
AC092017.3	AC092017.3
AC092017.4	AC092017.4
AC092040.1	AC092040.1
AC092042.1	AC092042.1
AC092042.3	AC092042.3
AC092042.4	AC092042.4
AC092053.2	AC092053.2
AC092053.3	AC092053.3
AC092053.4	AC092053.4
AC092053.5	AC092053.5
AC092058.1	AC092058.1
AC092059.1	AC092059.1
AC092068.1	AC092068.1
AC092068.2	AC092068.2
AC092068.3	AC092068.3
AC092069.1	AC092069.1
AC092070.1	AC092070.1
AC092070.3	AC092070.3
AC092070.4	AC092070.4
AC092071.1	AC092071.1
AC092073.1	AC092073.1
AC092078.2	AC092078.2
AC092078.3	AC092078.3
AC092079.2	AC092079.2
AC092100.1	AC092100.1
AC092110.1	AC092110.1
AC092111.1	AC092111.1
AC092111.2	AC092111.2
AC092111.3	AC092111.3
AC092112.1	AC092112.1
AC092114.1	AC092114.1
AC092115.2	AC092115.2
AC092115.3	AC092115.3
AC092117.1	AC092117.1
AC092118.1	AC092118.1
AC092118.2	AC092118.2
AC092119.2	AC092119.2
AC092119.3	AC092119.3
AC092120.1	AC092120.1
AC092120.3	AC092120.3
AC092123.1	AC092123.1
AC092125.1	AC092125.1
AC092125.2	AC092125.2
AC092127.1	AC092127.1
AC092127.2	AC092127.2
AC092131.1	AC092131.1
AC092134.1	AC092134.1
AC092134.3	AC092134.3
AC092138.2	AC092138.2
AC092139.1	AC092139.1
AC092140.1	AC092140.1
AC092140.2	AC092140.2
AC092142.1	AC092142.1
AC092143.2	AC092143.2
AC092145.1	AC092145.1
AC092153.1	AC092153.1
AC092155.1	AC092155.1
AC092159.1	AC092159.1
AC092159.2	AC092159.2
AC092162.2	AC092162.2
AC092164.1	AC092164.1
AC092167.1	AC092167.1
AC092168.1	AC092168.1
AC092168.2	AC092168.2
AC092168.3	AC092168.3
AC092171.1	AC092171.1
AC092171.2	AC092171.2
AC092171.3	AC092171.3
AC092171.4	AC092171.4
AC092171.5	AC092171.5
AC092192.1	AC092192.1
AC092198.1	AC092198.1
AC092268.2	AC092268.2
AC092275.1	AC092275.1
AC092279.1	AC092279.1
AC092287.1	AC092287.1
AC092295.1	AC092295.1
AC092295.2	AC092295.2
AC092296.1	AC092296.1
AC092296.2	AC092296.2
AC092296.3	AC092296.3
AC092296.4	AC092296.4
AC092301.1	AC092301.1
AC092316.1	AC092316.1
AC092326.1	AC092326.1
AC092329.1	AC092329.1
AC092329.3	AC092329.3
AC092329.4	AC092329.4
AC092332.1	AC092332.1
AC092335.1	AC092335.1
AC092337.1	AC092337.1
AC092338.1	AC092338.1
AC092338.2	AC092338.2
AC092338.3	AC092338.3
AC092343.1	AC092343.1
AC092353.1	AC092353.1
AC092353.2	AC092353.2
AC092354.1	AC092354.1
AC092354.2	AC092354.2
AC092364.1	AC092364.1
AC092368.3	AC092368.3
AC092375.2	AC092375.2
AC092376.1	AC092376.1
AC092376.2	AC092376.2
AC092376.3	AC092376.3
AC092377.1	AC092377.1
AC092378.1	AC092378.1
AC092378.2	AC092378.2
AC092384.1	AC092384.1
AC092384.2	AC092384.2
AC092384.3	AC092384.3
AC092418.2	AC092418.2
AC092422.1	AC092422.1
AC092428.1	AC092428.1
AC092431.1	AC092431.1
AC092435.1	AC092435.1
AC092435.2	AC092435.2
AC092435.3	AC092435.3
AC092436.2	AC092436.2
AC092436.3	AC092436.3
AC092436.4	AC092436.4
AC092440.1	AC092440.1
AC092445.1	AC092445.1
AC092447.5	AC092447.5
AC092448.1	AC092448.1
AC092473.2	AC092473.2
AC092484.1	AC092484.1
AC092490.1	AC092490.1
AC092490.2	AC092490.2
AC092535.1	AC092535.1
AC092535.2	AC092535.2
AC092535.3	AC092535.3
AC092535.4	AC092535.4
AC092535.5	AC092535.5
AC092546.1	AC092546.1
AC092567.1	AC092567.1
AC092567.2	AC092567.2
AC092574.1	AC092574.1
AC092574.2	AC092574.2
AC092580.4	AC092580.4
AC092590.1	AC092590.1
AC092596.1	AC092596.1
AC092598.1	AC092598.1
AC092604.1	AC092604.1
AC092608.1	AC092608.1
AC092611.1	AC092611.1
AC092611.2	AC092611.2
AC092614.1	AC092614.1
AC092617.1	AC092617.1
AC092620.1	AC092620.1
AC092620.2	AC092620.2
AC092620.3	AC092620.3
AC092625.1	AC092625.1
AC092634.3	AC092634.3
AC092634.4	AC092634.4
AC092634.5	AC092634.5
AC092634.8	AC092634.8
AC092636.1	AC092636.1
AC092637.1	AC092637.1
AC092640.1	AC092640.1
AC092645.2	AC092645.2
AC092647.5	AC092647.5
AC092650.1	AC092650.1
AC092651.3	AC092651.3
AC092652.1	AC092652.1
AC092652.2	AC092652.2
AC092652.3	AC092652.3
AC092653.1	AC092653.1
AC092661.1	AC092661.1
AC092666.1	AC092666.1
AC092667.1	AC092667.1
AC092673.1	AC092673.1
AC092674.1	AC092674.1
AC092675.1	AC092675.1
AC092675.2	AC092675.2
AC092681.2	AC092681.2
AC092681.3	AC092681.3
AC092683.1	AC092683.1
AC092683.2	AC092683.2
AC092687.1	AC092687.1
AC092687.2	AC092687.2
AC092687.3	AC092687.3
AC092691.1	AC092691.1
AC092691.3	AC092691.3
AC092718.1	AC092718.1
AC092718.2	AC092718.2
AC092718.4	AC092718.4
AC092718.5	AC092718.5
AC092718.6	AC092718.6
AC092718.8	AC092718.8
AC092718.9	AC092718.9
AC092720.1	AC092720.1
AC092720.2	AC092720.2
AC092723.3	AC092723.3
AC092723.4	AC092723.4
AC092723.5	AC092723.5
AC092745.1	AC092745.1
AC092745.4	AC092745.4
AC092745.5	AC092745.5
AC092746.1	AC092746.1
AC092747.1	AC092747.1
AC092747.4	AC092747.4
AC092755.1	AC092755.1
AC092755.2	AC092755.2
AC092756.1	AC092756.1
AC092757.2	AC092757.2
AC092757.3	AC092757.3
AC092783.1	AC092783.1
AC092793.1	AC092793.1
AC092794.1	AC092794.1
AC092794.2	AC092794.2
AC092800.1	AC092800.1
AC092801.1	AC092801.1
AC092802.1	AC092802.1
AC092802.2	AC092802.2
AC092802.3	AC092802.3
AC092802.4	AC092802.4
AC092803.1	AC092803.1
AC092803.2	AC092803.2
AC092803.3	AC092803.3
AC092803.4	AC092803.4
AC092805.1	AC092805.1
AC092807.1	AC092807.1
AC092807.2	AC092807.2
AC092807.3	AC092807.3
AC092809.2	AC092809.2
AC092809.4	AC092809.4
AC092810.3	AC092810.3
AC092810.4	AC092810.4
AC092811.1	AC092811.1
AC092811.2	AC092811.2
AC092813.1	AC092813.1
AC092813.2	AC092813.2
AC092819.1	AC092819.1
AC092819.3	AC092819.3
AC092821.3	AC092821.3
AC092825.1	AC092825.1
AC092828.1	AC092828.1
AC092832.2	AC092832.2
AC092834.1	AC092834.1
AC092835.1	AC092835.1
AC092839.1	AC092839.1
AC092839.2	AC092839.2
AC092844.1	AC092844.1
AC092845.1	AC092845.1
AC092848.2	AC092848.2
AC092849.1	AC092849.1
AC092849.2	AC092849.2
AC092849.3	AC092849.3
AC092868.2	AC092868.2
AC092881.2	AC092881.2
AC092894.1	AC092894.1
AC092896.2	AC092896.2
AC092902.2	AC092902.2
AC092902.3	AC092902.3
AC092902.4	AC092902.4
AC092902.6	AC092902.6
AC092903.2	AC092903.2
AC092910.3	AC092910.3
AC092916.1	AC092916.1
AC092919.1	AC092919.1
AC092920.1	AC092920.1
AC092924.1	AC092924.1
AC092924.2	AC092924.2
AC092925.1	AC092925.1
AC092933.2	AC092933.2
AC092939.1	AC092939.1
AC092941.1	AC092941.1
AC092943.2	AC092943.2
AC092944.1	AC092944.1
AC092944.3	AC092944.3
AC092953.2	AC092953.2
AC092954.1	AC092954.1
AC092954.2	AC092954.2
AC092957.1	AC092957.1
AC092958.1	AC092958.1
AC092958.2	AC092958.2
AC092958.4	AC092958.4
AC092966.1	AC092966.1
AC092969.1	AC092969.1
AC092979.1	AC092979.1
AC092979.2	AC092979.2
AC092994.1	AC092994.1
AC093001.1	AC093001.1
AC093001.2	AC093001.2
AC093010.2	AC093010.2
AC093019.2	AC093019.2
AC093083.1	AC093083.1
AC093110.1	AC093110.1
AC093117.1	AC093117.1
AC093151.2	AC093151.2
AC093151.3	AC093151.3
AC093151.8	AC093151.8
AC093152.1	AC093152.1
AC093155.3	AC093155.3
AC093157.1	AC093157.1
AC093157.2	AC093157.2
AC093158.1	AC093158.1
AC093159.1	AC093159.1
AC093206.1	AC093206.1
AC093227.1	AC093227.1
AC093227.2	AC093227.2
AC093227.3	AC093227.3
AC093240.1	AC093240.1
AC093248.1	AC093248.1
AC093249.2	AC093249.2
AC093249.6	AC093249.6
AC093274.1	AC093274.1
AC093277.1	AC093277.1
AC093281.2	AC093281.2
AC093292.1	AC093292.1
AC093295.1	AC093295.1
AC093297.1	AC093297.1
AC093297.2	AC093297.2
AC093298.2	AC093298.2
AC093305.1	AC093305.1
AC093307.1	AC093307.1
AC093323.1	AC093323.1
AC093326.1	AC093326.1
AC093330.1	AC093330.1
AC093330.3	AC093330.3
AC093331.2	AC093331.2
AC093334.1	AC093334.1
AC093382.1	AC093382.1
AC093388.1	AC093388.1
AC093390.1	AC093390.1
AC093390.2	AC093390.2
AC093418.1	AC093418.1
AC093422.2	AC093422.2
AC093423.2	AC093423.2
AC093423.3	AC093423.3
AC093424.1	AC093424.1
AC093425.1	AC093425.1
AC093426.1	AC093426.1
AC093426.2	AC093426.2
AC093433.2	AC093433.2
AC093458.1	AC093458.1
AC093459.1	AC093459.1
AC093462.1	AC093462.1
AC093484.2	AC093484.2
AC093484.3	AC093484.3
AC093484.4	AC093484.4
AC093495.1	AC093495.1
AC093496.1	AC093496.1
AC093503.1	AC093503.1
AC093503.2	AC093503.2
AC093510.1	AC093510.1
AC093510.2	AC093510.2
AC093512.1	AC093512.1
AC093512.2	AC093512.2
AC093515.1	AC093515.1
AC093516.1	AC093516.1
AC093519.2	AC093519.2
AC093520.1	AC093520.1
AC093523.1	AC093523.1
AC093525.1	AC093525.1
AC093525.2	AC093525.2
AC093525.3	AC093525.3
AC093525.4	AC093525.4
AC093525.6	AC093525.6
AC093525.7	AC093525.7
AC093534.2	AC093534.2
AC093535.1	AC093535.1
AC093536.2	AC093536.2
AC093567.1	AC093567.1
AC093575.1	AC093575.1
AC093577.1	AC093577.1
AC093580.1	AC093580.1
AC093581.1	AC093581.1
AC093582.1	AC093582.1
AC093583.1	AC093583.1
AC093585.1	AC093585.1
AC093591.2	AC093591.2
AC093599.1	AC093599.1
AC093599.2	AC093599.2
AC093606.1	AC093606.1
AC093607.1	AC093607.1
AC093610.1	AC093610.1
AC093620.1	AC093620.1
AC093627.1	AC093627.1
AC093627.22	AC093627.22
AC093627.3	AC093627.3
AC093627.4	AC093627.4
AC093627.5	AC093627.5
AC093627.7	AC093627.7
AC093635.1	AC093635.1
AC093639.1	AC093639.1
AC093639.2	AC093639.2
AC093639.3	AC093639.3
AC093642.7	AC093642.7
AC093655.1	AC093655.1
AC093668.1	AC093668.1
AC093668.2	AC093668.2
AC093673.1	AC093673.1
AC093673.2	AC093673.2
AC093675.1	AC093675.1
AC093677.2	AC093677.2
AC093677.3	AC093677.3
AC093689.1	AC093689.1
AC093690.1	AC093690.1
AC093702.1	AC093702.1
AC093714.2	AC093714.2
AC093722.1	AC093722.1
AC093725.1	AC093725.1
AC093725.2	AC093725.2
AC093726.2	AC093726.2
AC093730.1	AC093730.1
AC093732.1	AC093732.1
AC093732.2	AC093732.2
AC093734.1	AC093734.1
AC093752.2	AC093752.2
AC093752.3	AC093752.3
AC093765.2	AC093765.2
AC093765.3	AC093765.3
AC093765.4	AC093765.4
AC093765.5	AC093765.5
AC093766.1	AC093766.1
AC093772.1	AC093772.1
AC093772.2	AC093772.2
AC093787.2	AC093787.2
AC093788.1	AC093788.1
AC093791.1	AC093791.1
AC093791.2	AC093791.2
AC093796.1	AC093796.1
AC093797.1	AC093797.1
AC093798.1	AC093798.1
AC093799.1	AC093799.1
AC093801.1	AC093801.1
AC093802.1	AC093802.1
AC093810.1	AC093810.1
AC093817.1	AC093817.1
AC093817.2	AC093817.2
AC093821.1	AC093821.1
AC093824.2	AC093824.2
AC093827.4	AC093827.4
AC093827.5	AC093827.5
AC093833.1	AC093833.1
AC093835.1	AC093835.1
AC093840.2	AC093840.2
AC093843.1	AC093843.1
AC093843.2	AC093843.2
AC093849.1	AC093849.1
AC093849.2	AC093849.2
AC093849.3	AC093849.3
AC093849.4	AC093849.4
AC093857.1	AC093857.1
AC093864.1	AC093864.1
AC093865.1	AC093865.1
AC093866.1	AC093866.1
AC093879.1	AC093879.1
AC093890.2	AC093890.2
AC093893.1	AC093893.1
AC093894.1	AC093894.1
AC093894.2	AC093894.2
AC093895.1	AC093895.1
AC093898.1	AC093898.1
AC093899.2	AC093899.2
AC093901.1	AC093901.1
AC093903.1	AC093903.1
AC093904.1	AC093904.1
AC093904.4	AC093904.4
AC093909.2	AC093909.2
AC093909.4	AC093909.4
AC093911.1	AC093911.1
AC093912.1	AC093912.1
AC093915.1	AC093915.1
AC093916.1	AC093916.1
AC093928.1	AC093928.1
AC094105.2	AC094105.2
AC095030.1	AC095030.1
AC095032.1	AC095032.1
AC095032.2	AC095032.2
AC095033.1	AC095033.1
AC095050.1	AC095050.1
AC095055.1	AC095055.1
AC095056.1	AC095056.1
AC095057.3	AC095057.3
AC095057.4	AC095057.4
AC095059.1	AC095059.1
AC095060.1	AC095060.1
AC095350.1	AC095350.1
AC096531.2	AC096531.2
AC096536.1	AC096536.1
AC096536.2	AC096536.2
AC096536.3	AC096536.3
AC096537.1	AC096537.1
AC096540.1	AC096540.1
AC096543.1	AC096543.1
AC096543.2	AC096543.2
AC096554.1	AC096554.1
AC096555.1	AC096555.1
AC096558.2	AC096558.2
AC096559.1	AC096559.1
AC096564.1	AC096564.1
AC096564.2	AC096564.2
AC096570.1	AC096570.1
AC096570.2	AC096570.2
